"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.083316","0.00218767","0.083316","05/02/23 13:05:10 +83316000 ns","0.083316","01 06","ACK <=","","","","","","","","","","","",""
"2","0.162898","0.0107287","0.0773943","05/02/23 13:05:10 +162898000 ns","0.162898","01 17 05 03 08 31 0C 03 E0","<= Static status reply","","","","17","","","","","","","",""
"3","0.178939","0.00676467","0.00531233","05/02/23 13:05:10 +178939000 ns","0.178939","01 28 03 18 00 CC","<= Event 1 Status reply","18 00","","","28","","","","","","","",""
"4","0.347986","0.00218767","0.162282","05/02/23 13:05:10 +347986000 ns","0.347986","01 06","ACK <=","","","","","","","","","","","",""
"5","0.356944","0.0103127","0.00677033","05/02/23 13:05:10 +356944000 ns","0.356944","01 19 05 03 08 31 0C 03 EE","<= Static status reply","","","","19","","","","","","","",""
"6","0.486519","0.00239567","0.119262","05/02/23 13:05:10 +486519000 ns","0.486519","01 06","ACK <=","","","","","","","","","","","",""
"7","0.56849","0.0105207","0.0795753","05/02/23 13:05:10 +568490000 ns","0.56849","01 19 05 03 08 31 0C 03 EE","<= Static status reply","","","","19","","","","","","","",""
"8","0.583073","0.00708367","0.00406233","05/02/23 13:05:10 +583073000 ns","0.583073","01 2A 03 18 00 CE","<= Event 1 Status reply","18 00","","","2A","","","","","","","",""
"9","0.760661","0.00218767","0.170504","05/02/23 13:05:10 +760661000 ns","0.760661","01 06","ACK <=","","","","","","","","","","","",""
"10","0.770036","0.0105207","0.00718733","05/02/23 13:05:10 +770036000 ns","0.770036","01 1B 05 03 08 31 0C 03 EC","<= Static status reply","","","","1B","","","","","","","",""
"11","0.892736","0.00218767","0.112179","05/02/23 13:05:10 +892736000 ns","0.892736","01 06","ACK <=","","","","","","","","","","","",""
"12","0.978249","0.0106247","0.0833253","05/02/23 13:05:10 +978249000 ns","0.978249","01 1B 05 03 08 31 0C 03 EC","<= Static status reply","","","","1B","","","","","","","",""
"13","0.996269","0.00697967","0.00739533","05/02/23 13:05:10 +996269000 ns","0.996269","01 2C 03 18 00 C8","<= Event 1 Status reply","18 00","","","2C","","","","","","","",""
"14","1.16782","0.00218767","0.164567","05/02/23 13:05:11 +167816000 ns","1.167816","01 06","ACK <=","","","","","","","","","","","",""
"15","1.17677","0.0105207","0.00677033","05/02/23 13:05:11 +176774000 ns","1.176774","01 1D 05 03 08 31 0C 03 EA","<= Static status reply","","","","1D","","","","","","","",""
"16","1.35603","0.00218767","0.168734","05/02/23 13:05:11 +356029000 ns","1.356029","01 06","ACK <=","","","","","","","","","","","",""
"17","1.36499","0.0106247","0.00677033","05/02/23 13:05:11 +364987000 ns","1.364987","01 1E 05 03 08 31 0C 03 E9","<= Static status reply","","","","1E","","","","","","","",""
"18","1.48831","0.00218667","0.1127","05/02/23 13:05:11 +488312000 ns","1.488312","01 06","ACK <=","","","","","","","","","","","",""
"19","1.57747","0.0104167","0.0869713","05/02/23 13:05:11 +577470000 ns","1.57747","01 1E 05 03 08 31 0C 03 E9","<= Static status reply","","","","1E","","","","","","","",""
"20","1.59257","0.00677067","0.00468733","05/02/23 13:05:11 +592574000 ns","1.592574","01 2F 03 18 00 CB","<= Event 1 Status reply","18 00","","","2F","","","","","","","",""
"21","1.61372","0.00218767","0.0143753","05/02/23 13:05:11 +613720000 ns","1.61372","01 06","ACK <=","","","","","","","","","","","",""
"22","1.75132","0.0105207","0.135407","05/02/23 13:05:11 +751315000 ns","1.751315","01 10 05 03 08 31 0C 03 E7","<= Static status reply","","","","10","","","","","","","",""
"23","1.87308","0.00218767","0.111241","05/02/23 13:05:11 +873077000 ns","1.873077","01 06","ACK <=","","","","","","","","","","","",""
"24","1.96317","0.0105207","0.0879083","05/02/23 13:05:11 +963173000 ns","1.963173","01 10 05 03 08 31 0C 03 E7","<= Static status reply","","","","10","","","","","","","",""
"25","1.97776","0.00687467","0.00406333","05/02/23 13:05:11 +977757000 ns","1.977757","01 21 03 18 00 C5","<= Event 1 Status reply","18 00","","","21","","","","","","","",""
"26","2.14816","0.00218767","0.163525","05/02/23 13:05:12 +148157000 ns","2.148157","01 06","ACK <=","","","","","","","","","","","",""
"27","2.15722","0.0105207","0.00687533","05/02/23 13:05:12 +157220000 ns","2.15722","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"28","2.28617","0.00260467","0.118428","05/02/23 13:05:12 +286169000 ns","2.286169","01 06","ACK <=","","","","","","","","","","","",""
"29","2.36918","0.0102087","0.0804083","05/02/23 13:05:12 +369182000 ns","2.369182","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"30","2.38429","0.00718767","0.00489533","05/02/23 13:05:12 +384286000 ns","2.384286","01 23 03 18 00 C7","<= Event 1 Status reply","18 00","","","23","","","","","","","",""
"31","2.56125","0.00218767","0.169775","05/02/23 13:05:12 +561249000 ns","2.561249","01 06","ACK <=","","","","","","","","","","","",""
"32","2.57031","0.0105207","0.00687533","05/02/23 13:05:12 +570312000 ns","2.570312","01 14 05 03 08 31 0C 03 E3","<= Static status reply","","","","14","","","","","","","",""
"33","2.69228","0.00229167","0.111449","05/02/23 13:05:12 +692282000 ns","2.692282","01 06","ACK <=","","","","","","","","","","","",""
"34","2.78238","0.0102087","0.0878043","05/02/23 13:05:12 +782378000 ns","2.782378","01 14 05 03 08 31 0C 03 E3","<= Static status reply","","","","14","","","","","","","",""
"35","2.79696","0.00708367","0.00437433","05/02/23 13:05:12 +796961000 ns","2.796961","01 25 03 18 00 C1","<= Event 1 Status reply","18 00","","","25","","","","","","","",""
"36","2.96851","0.00218767","0.164463","05/02/23 13:05:12 +968508000 ns","2.968508","01 06","ACK <=","","","","","","","","","","","",""
"37","2.97747","0.0104167","0.00677033","05/02/23 13:05:12 +977466000 ns","2.977466","01 16 05 03 08 31 0C 03 E1","<= Static status reply","","","","16","","","","","","","",""
"38","3.15568","0.00218767","0.167796","05/02/23 13:05:13 +155679000 ns","3.155679","01 06","ACK <=","","","","","","","","","","","",""
"39","3.16464","0.0103127","0.00677033","05/02/23 13:05:13 +164637000 ns","3.164637","01 17 05 03 08 31 0C 03 E0","<= Static status reply","","","","17","","","","","","","",""
"40","3.2889","0.00218667","0.11395","05/02/23 13:05:13 +288900000 ns","3.2889","01 06","ACK <=","","","","","","","","","","","",""
"41","3.37295","0.0103127","0.0818673","05/02/23 13:05:13 +372954000 ns","3.372954","01 17 05 03 08 31 0C 03 E0","<= Static status reply","","","","17","","","","","","","",""
"42","3.38993","0.00718767","0.00666633","05/02/23 13:05:13 +389933000 ns","3.389933","01 28 03 18 00 CC","<= Event 1 Status reply","18 00","","","28","","","","","","","",""
"43","3.41347","0.00218767","0.0163533","05/02/23 13:05:13 +413474000 ns","3.413474","01 06","ACK <=","","","","","","","","","","","",""
"44","3.55097","0.0104157","0.135304","05/02/23 13:05:13 +550966000 ns","3.550966","01 19 05 03 08 31 0C 03 EE","<= Static status reply","","","","19","","","","","","","",""
"45","3.67262","0.00229167","0.111242","05/02/23 13:05:13 +672624000 ns","3.672624","01 06","ACK <=","","","","","","","","","","","",""
"46","3.76251","0.0105207","0.0875953","05/02/23 13:05:13 +762511000 ns","3.762511","01 19 05 03 08 31 0C 03 EE","<= Static status reply","","","","19","","","","","","","",""
"47","3.77657","0.00697867","0.00354233","05/02/23 13:05:13 +776574000 ns","3.776574","01 2A 03 18 00 CE","<= Event 1 Status reply","18 00","","","2A","","","","","","","",""
"48","3.88802","0.00676367","0.104471","05/02/23 13:05:13 +888024000 ns","3.888024","01 2B 03 99 00 4E","<= Event 1 Status reply","99 00","Emergency Open","","2B","","","","","","","",""
"49","3.90427","0.00718767","0.00947933","05/02/23 13:05:13 +904267000 ns","3.904267","01 2C 03 81 00 51","<= Event 1 Status reply","81 00","Emergency Open","","2C","","","","","","","",""
"50","3.92708","0.00218767","0.0156243","05/02/23 13:05:13 +927079000 ns","3.927079","01 06","ACK <=","","","","","","","","","","","",""
"51","4.05738","0.0102077","0.128116","05/02/23 13:05:14 +57383000 ns","4.057383","01 1D 05 03 08 31 0C 03 EA","<= Static status reply","","","","1D","","","","","","","",""
"52","4.08488","0.00218767","0.0172913","05/02/23 13:05:14 +84882000 ns","4.084882","01 06","ACK <=","","","","","","","","","","","",""
"53","4.25101","0.00260467","0.163942","05/02/23 13:05:14 +251012000 ns","4.251012","01 06","ACK <=","","","","","","","","","","","",""
"54","4.25966","0.00833367","0.00604133","05/02/23 13:05:14 +259658000 ns","4.259658","01 2E 03 08 31 00 D3","<= Event 1 Status reply","01 00","Emergency Open","","2E","","","","","","","",""
"55","4.38027","0.00218767","0.112282","05/02/23 13:05:14 +380274000 ns","4.380274","01 06","ACK <=","","","","","","","","","","","",""
"56","4.466","0.00833267","0.0835343","05/02/23 13:05:14 +465996000 ns","4.465996","01 2E 03 08 31 00 D3","<= Event 1 Status reply","01 00","Emergency Open","","2E","","","","","","","",""
"57","4.58036","0.0107297","0.106033","05/02/23 13:05:14 +580362000 ns","4.580362","01 1F 05 03 08 31 0C 03 E8","<= Static status reply","","","","1F","","","","","","","",""
"58","4.70421","0.00218767","0.113116","05/02/23 13:05:14 +704208000 ns","4.704208","01 06","ACK <=","","","","","","","","","","","",""
"59","4.71285","0.00791667","0.00645733","05/02/23 13:05:14 +712853000 ns","4.712853","01 20 03 08 31 00 DD","<= Event 1 Status reply","01 00","Emergency Open","","20","","","","","","","",""
"60","4.8895","0.00218767","0.168734","05/02/23 13:05:14 +889504000 ns","4.889504","01 06","ACK <=","","","","","","","","","","","",""
"61","4.89325","0.00833367","0.00156233","05/02/23 13:05:14 +893254000 ns","4.893254","01 21 03 08 31 00 DC","<= Event 1 Status reply","01 00","Emergency Open","","21","","","","","","","",""
"62","5.01898","0.00218667","0.117387","05/02/23 13:05:15 +18975000 ns","5.018975","01 06","ACK <=","","","","","","","","","","","",""
"63","5.10803","0.00791667","0.0868673","05/02/23 13:05:15 +108029000 ns","5.108029","01 21 03 08 31 00 DC","<= Event 1 Status reply","01 00","Emergency Open","","21","","","","","","","",""
"64","5.22323","0.0105207","0.107283","05/02/23 13:05:15 +223229000 ns","5.223229","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"65","5.34426","0.00218767","0.110512","05/02/23 13:05:15 +344262000 ns","5.344262","01 06","ACK <=","","","","","","","","","","","",""
"66","5.35301","0.00822867","0.00656233","05/02/23 13:05:15 +353012000 ns","5.353012","01 23 03 08 31 00 DE","<= Event 1 Status reply","01 00","Emergency Open","","23","","","","","","","",""
"67","5.52331","0.00218767","0.162067","05/02/23 13:05:15 +523308000 ns","5.523308","01 06","ACK <=","","","","","","","","","","","",""
"68","5.53195","0.00833367","0.00645833","05/02/23 13:05:15 +531954000 ns","5.531954","01 24 03 08 31 00 D9","<= Event 1 Status reply","01 00","Emergency Open","","24","","","","","","","",""
"69","5.65268","0.00218767","0.112387","05/02/23 13:05:15 +652675000 ns","5.652675","01 06","ACK <=","","","","","","","","","","","",""
"70","5.74027","0.00833367","0.0854083","05/02/23 13:05:15 +740271000 ns","5.740271","01 24 03 08 31 00 D9","<= Event 1 Status reply","01 00","Emergency Open","","24","","","","","","","",""
