"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.001665","0.00562467","0.001665","05/02/23 14:03:11 +1665000 ns","0.001665","24 03 00 C0 18","<= unknown","","","","03","","","","","","","",""
"2","0.178211","0.00218767","0.170921","05/02/23 14:03:11 +178211000 ns","0.178211","01 06","ACK <=","","","","","","","","","","","",""
"3","0.182274","0.00906267","0.00187533","05/02/23 14:03:11 +182274000 ns","0.182274","01 15 05 03 12 0C 03 F1","<= Static status reply","","","","15","","","","","","","",""
"4","0.338931","0.00218767","0.147594","05/02/23 14:03:11 +338931000 ns","0.338931","01 06","ACK <=","","","","","","","","","","","",""
"5","0.349966","0.00958367","0.00884733","05/02/23 14:03:11 +349966000 ns","0.349966","01 16 05 03 12 0C 03 F2","<= Static status reply","","","","16","","","","","","","",""
"6","0.452458","0.00229167","0.0929083","05/02/23 14:03:11 +452458000 ns","0.452458","01 06","ACK <=","","","","","","","","","","","",""
"7","0.462145","0.00697967","0.00739533","05/02/23 14:03:11 +462145000 ns","0.462145","01 27 03 00 C0 1B","<= Event 1 Status reply","00 C0","","","27","","","","","","","",""
"8","0.58172","0.00218767","0.112595","05/02/23 14:03:11 +581720000 ns","0.58172","01 06","ACK <=","","","","","","","","","","","",""
"9","0.669629","0.00687467","0.0857213","05/02/23 14:03:11 +669629000 ns","0.669629","01 27 03 00 C0 1B","<= Event 1 Status reply","00 C0","","","27","","","","","","","",""
"10","0.784829","0.00937467","0.108325","05/02/23 14:03:11 +784829000 ns","0.784829","01 18 05 03 12 0C 03 FC","<= Static status reply","","","","18","","","","","","","",""
"11","0.908049","0.00218767","0.113845","05/02/23 14:03:11 +908049000 ns","0.908049","01 06","ACK <=","","","","","","","","","","","",""
"12","0.916487","0.00687467","0.00625033","05/02/23 14:03:11 +916487000 ns","0.916487","01 29 03 00 C0 15","<= Event 1 Status reply","00 C0","","","29","","","","","","","",""
"13","1.0946","0.00218667","0.171234","05/02/23 14:03:12 +94596000 ns","1.094596","01 06","ACK <=","","","","","","","","","","","",""
"14","1.09876","0.00906267","0.00197933","05/02/23 14:03:12 +98762000 ns","1.098762","01 1A 05 03 12 0C 03 FE","<= Static status reply","","","","1A","","","","","","","",""
"15","1.25542","0.00218767","0.147595","05/02/23 14:03:12 +255420000 ns","1.25542","01 06","ACK <=","","","","","","","","","","","",""
"16","1.25948","0.00906267","0.00187433","05/02/23 14:03:12 +259482000 ns","1.259482","01 1B 05 03 12 0C 03 FF","<= Static status reply","","","","1B","","","","","","","",""
"17","1.33687","0.00239567","0.0683253","05/02/23 14:03:12 +336870000 ns","1.33687","01 06","ACK <=","","","","","","","","","","","",""
"18","1.34677","0.00687467","0.00750033","05/02/23 14:03:12 +346766000 ns","1.346766","01 2C 03 00 C0 10","<= Event 1 Status reply","00 C0","","","2C","","","","","","","",""
"19","1.46624","0.00218767","0.112595","05/02/23 14:03:12 +466236000 ns","1.466236","01 06","ACK <=","","","","","","","","","","","",""
"20","1.55415","0.00687467","0.0857213","05/02/23 14:03:12 +554145000 ns","1.554145","01 2C 03 00 C0 10","<= Event 1 Status reply","00 C0","","","2C","","","","","","","",""
"21","1.66935","0.00947867","0.108325","05/02/23 14:03:12 +669345000 ns","1.669345","01 1D 05 03 12 0C 03 F9","<= Static status reply","","","","1D","","","","","","","",""
"22","1.79152","0.00218767","0.1127","05/02/23 14:03:12 +791524000 ns","1.791524","01 06","ACK <=","","","","","","","","","","","",""
"23","1.79996","0.00686867","0.00624933","05/02/23 14:03:12 +799961000 ns","1.799961","01 2E 03 00 C0 12","<= Event 1 Status reply","00 C0","","","2E","","","","","","","",""
"24","1.97161","0.00218767","0.164782","05/02/23 14:03:12 +971612000 ns","1.971612","01 06","ACK <=","","","","","","","","","","","",""
"25","1.98057","0.00906267","0.00677033","05/02/23 14:03:12 +980570000 ns","1.98057","01 1F 05 03 12 0C 03 FB","<= Static status reply","","","","1F","","","","","","","",""
"26","2.12951","0.00218767","0.13988","05/02/23 14:03:13 +129513000 ns","2.129513","01 06","ACK <=","","","","","","","","","","","",""
"27","2.13878","0.00927067","0.00708333","05/02/23 14:03:13 +138784000 ns","2.138784","01 10 05 03 12 0C 03 F4","<= Static status reply","","","","10","","","","","","","",""
"28","2.23763","0.00218667","0.0895753","05/02/23 14:03:13 +237630000 ns","2.23763","01 06","ACK <=","","","","","","","","","","","",""
"29","2.24721","0.00697867","0.00739633","05/02/23 14:03:13 +247213000 ns","2.247213","01 21 03 00 C0 1D","<= Event 1 Status reply","00 C0","","","21","","","","","","","",""
"30","2.36856","0.00218767","0.114366","05/02/23 14:03:13 +368558000 ns","2.368558","01 06","ACK <=","","","","","","","","","","","",""
"31","2.4548","0.00687567","0.0840543","05/02/23 14:03:13 +454800000 ns","2.4548","01 21 03 00 C0 1D","<= Event 1 Status reply","00 C0","","","21","","","","","","","",""
"32","2.5699","0.00947867","0.10822","05/02/23 14:03:13 +569896000 ns","2.569896","01 12 05 03 12 0C 03 F6","<= Static status reply","","","","12","","","","","","","",""
"33","5.47508","0.00218767","2.89571","05/02/23 14:03:16 +475081000 ns","5.475081","01 06","ACK <=","","","","","","","","","","","",""
"34","5.48321","0.00562467","0.00593733","05/02/23 14:03:16 +483206000 ns","5.483206","01 63 02 7F E1","<= EBLU Query Reply","","","","63","","","","","","","",""
"35","8.60838","0.00218667","3.11954","05/02/23 14:03:19 +608375000 ns","8.608375","01 06","ACK <=","","","","","","","","","","","",""
"36","8.6165","0.00562467","0.00593833","05/02/23 14:03:19 +616500000 ns","8.6165","01 64 02 7F E6","<= EBLU Query Reply","","","","64","","","","","","","",""
"37","11.7204","0.00218767","3.09829","05/02/23 14:03:22 +720418000 ns","11.72042","01 06","ACK <=","","","","","","","","","","","",""
"38","11.7286","0.00562567","0.00604133","05/02/23 14:03:22 +728647000 ns","11.72865","01 65 02 7F E7","<= EBLU Query Reply","","","","65","","","","","","","",""
"39","14.8354","0.00260367","3.10111","05/02/23 14:03:25 +835379000 ns","14.83538","01 06","ACK <=","","","","","","","","","","","",""
"40","14.845","0.00562467","0.00697933","05/02/23 14:03:25 +844962000 ns","14.84496","01 66 02 7F E4","<= EBLU Query Reply","","","","66","","","","","","","",""
"41","17.973","0.00218767","3.12246","05/02/23 14:03:28 +973047000 ns","17.97305","01 06","ACK <=","","","","","","","","","","","",""
"42","17.9813","3.47758","0.00604133","05/02/23 14:03:28 +981276000 ns","17.98128","01 67 02 7F E5 E0","<= EBLU Query Reply","","","","67","","","","","","","",""
"43","27.1083","0.00218767","5.64949","05/02/23 14:03:38 +108341000 ns","27.10834","01 06","ACK <=","","","","","","","","","","","",""
"44","27.1296","0.0102087","0.0190623","05/02/23 14:03:38 +129591000 ns","27.12959","01 D0 04 08 31 0B 08 32 29","<= Initialise reply","","","","D0","","","","","","","",""
"45","35.5189","0.00562567","8.37913","05/02/23 14:03:46 +518928000 ns","35.51893","01 61 02 7F E3","<= EBLU Query Reply","","","","61","","","","","","","",""
