"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.022121","0.00239567","0.022121","05/02/23 14:14:11 +22121000 ns","0.022121","01 06","ACK <=","","","","","","","","","","","",""
"2","0.10889","0.0103057","0.0843733","05/02/23 14:14:11 +108890000 ns","0.10889","01 1A 05 03 08 31 0C 03 ED","<= Static status reply","","","","1A","","","","","","","",""
"3","0.125967","0.00708267","0.00677133","05/02/23 14:14:11 +125967000 ns","0.125967","01 2B 03 18 00 CF","<= Event 1 Status reply","18 00","","","2B","","","","","","","",""
"4","0.296895","0.00218667","0.163845","05/02/23 14:14:11 +296895000 ns","0.296895","01 06","ACK <=","","","","","","","","","","","",""
"5","0.305957","0.0106247","0.00687533","05/02/23 14:14:11 +305957000 ns","0.305957","01 1C 05 03 08 31 0C 03 EB","<= Static status reply","","","","1C","","","","","","","",""
"6","0.436046","0.00218767","0.119464","05/02/23 14:14:11 +436046000 ns","0.436046","01 06","ACK <=","","","","","","","","","","","",""
"7","0.51792","0.0104097","0.0796863","05/02/23 14:14:11 +517920000 ns","0.51792","01 1C 05 03 08 31 0C 03 EB","<= Static status reply","","","","1C","","","","","","","",""
"8","0.532496","0.00677067","0.00416633","05/02/23 14:14:11 +532496000 ns","0.532496","01 2D 03 18 00 C9","<= Event 1 Status reply","18 00","","","2D","","","","","","","",""
"9","0.708216","0.00218767","0.168949","05/02/23 14:14:11 +708216000 ns","0.708216","01 06","ACK <=","","","","","","","","","","","",""
"10","0.712591","0.0102077","0.00218733","05/02/23 14:14:11 +712591000 ns","0.712591","01 1E 05 03 08 31 0C 03 E9","<= Static status reply","","","","1E","","","","","","","",""
"11","0.886429","0.00218767","0.16363","05/02/23 14:14:11 +886429000 ns","0.886429","01 06","ACK <=","","","","","","","","","","","",""
"12","0.89695","0.0106247","0.00833333","05/02/23 14:14:11 +896950000 ns","0.89695","01 1F 05 03 08 31 0C 03 E8","<= Static status reply","","","","1F","","","","","","","",""
"13","1.02923","0.00218667","0.121658","05/02/23 14:14:12 +29233000 ns","1.029233","01 06","ACK <=","","","","","","","","","","","",""
"14","1.1086","0.0107287","0.0771803","05/02/23 14:14:12 +108600000 ns","1.1086","01 1F 05 03 08 31 0C 03 E8","<= Static status reply","","","","1F","","","","","","","",""
"15","1.12318","0.00708267","0.00385433","05/02/23 14:14:12 +123183000 ns","1.123183","01 20 03 18 00 C4","<= Event 1 Status reply","18 00","","","20","","","","","","","",""
"16","1.14464","0.00218767","0.0143753","05/02/23 14:14:12 +144641000 ns","1.144641","01 06","ACK <=","","","","","","","","","","","",""
"17","1.28223","0.0104157","0.135401","05/02/23 14:14:12 +282230000 ns","1.28223","01 11 05 03 08 31 0C 03 E6","<= Static status reply","","","","11","","","","","","","",""
"18","1.40618","0.00218767","0.113533","05/02/23 14:14:12 +406179000 ns","1.406179","01 06","ACK <=","","","","","","","","","","","",""
"19","1.49378","0.0107297","0.0854083","05/02/23 14:14:12 +493775000 ns","1.493775","01 11 05 03 08 31 0C 03 E6","<= Static status reply","","","","11","","","","","","","",""
"20","1.50836","0.00697867","0.00385433","05/02/23 14:14:12 +508359000 ns","1.508359","01 22 03 18 00 C6","<= Event 1 Status reply","18 00","","","22","","","","","","","",""
"21","1.67699","0.00239567","0.161651","05/02/23 14:14:12 +676989000 ns","1.676989","01 06","ACK <=","","","","","","","","","","","",""
"22","1.68657","0.0107287","0.00718733","05/02/23 14:14:12 +686572000 ns","1.686572","01 13 05 03 08 31 0C 03 E4","<= Static status reply","","","","13","","","","","","","",""
