"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.023338","0.00218667","0.023338","05/02/23 14:01:12 +23338000 ns","0.023338","01 06","ACK =>","","","","","","","","","","","",""
"2","0.049379","0.00562467","0.0238543","05/02/23 14:01:12 +49379000 ns","0.049379","01 25 02 00 D8","=> Event 1 Status query","","","","25","","","","","","","",""
"3","0.200828","0.00218767","0.145824","05/02/23 14:01:12 +200828000 ns","0.200828","01 06","ACK =>","","","","","","","","","","","",""
"4","0.226453","0.00562467","0.0234373","05/02/23 14:01:12 +226453000 ns","0.226453","01 16 02 00 EB","=> Static status query","","","","16","","","","","","","",""
"5","0.284577","0.00218767","0.0524993","05/02/23 14:01:12 +284577000 ns","0.284577","01 06","ACK =>","","","","","","","","","","","",""
"6","0.411241","0.00562567","0.124476","05/02/23 14:01:12 +411241000 ns","0.411241","01 17 02 00 EA","=> Static status query","","","","17","","","","","","","",""
"7","0.473428","0.00218767","0.0565613","05/02/23 14:01:12 +473428000 ns","0.473428","01 06","ACK =>","","","","","","","","","","","",""
"8","0.524052","0.00562467","0.0484363","05/02/23 14:01:12 +524052000 ns","0.524052","01 28 02 00 D5","=> Event 1 Status query","","","","28","","","","","","","",""
"9","0.655404","0.00562467","0.125727","05/02/23 14:01:12 +655404000 ns","0.655404","01 19 02 00 E4","=> Static status query","","","","19","","","","","","","",""
"10","0.863421","0.00218767","0.202392","05/02/23 14:01:12 +863421000 ns","0.863421","01 06","ACK =>","","","","","","","","","","","",""
"11","0.87915","0.00218767","0.0135413","05/02/23 14:01:12 +879150000 ns","0.87915","01 06","ACK =>","","","","","","","","","","","",""
"12","0.979357","0.00562467","0.0980193","05/02/23 14:01:12 +979357000 ns","0.979357","01 2A 02 00 D7","=> Event 1 Status query","","","","2A","","","","","","","",""
"13","1.10738","0.00218767","0.122393","05/02/23 14:01:13 +107375000 ns","1.107375","01 06","ACK =>","","","","","","","","","","","",""
"14","1.1331","0.00218667","0.0235353","05/02/23 14:01:13 +133098000 ns","1.133098","01 06","ACK =>","","","","","","","","","","","",""
"15","1.15872","0.00562467","0.0234373","05/02/23 14:01:13 +158722000 ns","1.158722","01 1B 02 00 E6","=> Static status query","","","","1B","","","","","","","",""
"16","1.21622","0.00218767","0.0518743","05/02/23 14:01:13 +216221000 ns","1.216221","01 06","ACK =>","","","","","","","","","","","",""
"17","1.31757","0.00562467","0.0991653","05/02/23 14:01:13 +317574000 ns","1.317574","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"18","1.37528","0.00218767","0.0520823","05/02/23 14:01:13 +375281000 ns","1.375281","01 06","ACK =>","","","","","","","","","","","",""
"19","1.42622","0.00562467","0.0487493","05/02/23 14:01:13 +426218000 ns","1.426218","01 2D 02 0A DA","=> Event 1 Status query","","","","2D","","","","","","","",""
"20","1.55528","0.00562467","0.123435","05/02/23 14:01:13 +555278000 ns","1.555278","01 1E 02 00 E3","=> Static status query","","","","1E","","","","","","","",""
"21","1.7634","0.00218767","0.202496","05/02/23 14:01:13 +763399000 ns","1.763399","01 06","ACK =>","","","","","","","","","","","",""
"22","1.78017","0.00218767","0.0145833","05/02/23 14:01:13 +780170000 ns","1.78017","01 06","ACK =>","","","","","","","","","","","",""
"23","1.87923","0.00562467","0.0968733","05/02/23 14:01:13 +879231000 ns","1.879231","01 2F 02 00 D2","=> Event 1 Status query","","","","2F","","","","","","","",""
"24","2.00735","0.00218667","0.122498","05/02/23 14:01:14 +7354000 ns","2.007354","01 06","ACK =>","","","","","","","","","","","",""
"25","2.03308","0.00218767","0.0235413","05/02/23 14:01:14 +33082000 ns","2.033082","01 06","ACK =>","","","","","","","","","","","",""
"26","2.0586","0.00562467","0.0233333","05/02/23 14:01:14 +58603000 ns","2.058603","01 10 02 00 ED","=> Static status query","","","","10","","","","","","","",""
"27","2.11724","0.00218767","0.0530133","05/02/23 14:01:14 +117241000 ns","2.117241","01 06","ACK =>","","","","","","","","","","","",""
"28","2.21839","0.00562467","0.0989563","05/02/23 14:01:14 +218385000 ns","2.218385","01 11 02 00 EC","=> Static status query","","","","11","","","","","","","",""
"29","2.2762","0.00218667","0.0521873","05/02/23 14:01:14 +276197000 ns","2.276197","01 06","ACK =>","","","","","","","","","","","",""
"30","2.30151","0.00562467","0.0231253","05/02/23 14:01:14 +301509000 ns","2.301509","01 22 02 0A D5","=> Event 1 Status query","","","","22","","","","","","","",""
"31","2.45255","0.00218767","0.145414","05/02/23 14:01:14 +452548000 ns","2.452548","01 06","ACK =>","","","","","","","","","","","",""
"32","5.43883","0.00562467","2.9841","05/02/23 14:01:17 +438832000 ns","5.438832","01 B3 02 FF B1","=> EBLU Query","","","","B3","","","","","","","",""
"33","5.58831","0.00218667","0.143852","05/02/23 14:01:17 +588309000 ns","5.588309","01 06","ACK =>","","","","","","","","","","","",""
"34","8.54709","0.00562467","2.9566","05/02/23 14:01:20 +547093000 ns","8.547093","01 B4 02 FF B6","=> EBLU Query","","","","B4","","","","","","","",""
"35","8.70022","0.00218667","0.147498","05/02/23 14:01:20 +700216000 ns","8.700216","01 06","ACK =>","","","","","","","","","","","",""
"36","11.6585","0.00562467","2.95607","05/02/23 14:01:23 +658473000 ns","11.65847","01 B5 02 FF B7","=> EBLU Query","","","","B5","","","","","","","",""
"37","11.8161","0.00218767","0.151976","05/02/23 14:01:23 +816074000 ns","11.81607","01 06","ACK =>","","","","","","","","","","","",""
"38","14.7753","0.00562467","2.95701","05/02/23 14:01:26 +775276000 ns","14.77528","01 B6 02 FF B4","=> EBLU Query","","","","B6","","","","","","","",""
"39","14.9321","0.00218767","0.151247","05/02/23 14:01:26 +932148000 ns","14.93215","01 06","ACK =>","","","","","","","","","","","",""
