"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","120.441","0.00104167","120.441","05/17/23 11:43:42 +440869000 ns","120.4409","E0","","","","","","","","","","","","",""
"2","126.091","0.00218767","5.64927","05/17/23 11:43:48 +91183000 ns","126.0912","01 06","ACK <=","","","","","","","","","","","",""
"3","126.112","0.0105207","0.0190623","05/17/23 11:43:48 +112433000 ns","126.1124","01 D0 04 08 31 0B 08 32 29","<= Initialise reply","","","","D0","","","","","","","",""
"4","141.54","0.00562467","15.4172","05/17/23 11:44:03 +540199000 ns","141.5402","01 61 02 7F E3","<= EBLU Query Reply","","","","61","","","","","","","",""
"5","141.576","0.00687467","0.0304163","05/17/23 11:44:03 +576240000 ns","141.5762","01 22 03 80 C0 9E","<= Event 1 Status reply","80 C0","","","22","","","","","","","",""
"6","142.406","0.00218767","0.823059","05/17/23 11:44:04 +406174000 ns","142.4062","01 06","ACK <=","","","","","","","","","","","",""
"7","142.415","0.00697967","0.00614533","05/17/23 11:44:04 +414507000 ns","142.4145","01 83 03 55 55 7F","<= Breakthrough force reply","","","","83","","","","","","","",""
"8","145.547","0.00218767","3.12528","05/17/23 11:44:07 +546765000 ns","145.5468","01 06","ACK <=","","","","","","","","","","","",""
"9","145.557","0.00562467","0.00770833","05/17/23 11:44:07 +556661000 ns","145.5567","01 64 02 7F E6","<= EBLU Query Reply","","","","64","","","","","","","",""
"10","148.64","0.00218767","3.07747","05/17/23 11:44:10 +639753000 ns","148.6398","01 06","ACK <=","","","","","","","","","","","",""
"11","148.648","0.00562567","0.00593733","05/17/23 11:44:10 +647878000 ns","148.6479","01 65 02 7F E7","<= EBLU Query Reply","","","","65","","","","","","","",""
"12","151.781","0.00218767","3.12778","05/17/23 11:44:13 +781282000 ns","151.7813","01 06","ACK <=","","","","","","","","","","","",""
"13","151.791","0.00562567","0.00729133","05/17/23 11:44:13 +790761000 ns","151.7908","01 66 02 7F E4","<= EBLU Query Reply","","","","66","","","","","","","",""
"14","154.901","0.00218767","3.10445","05/17/23 11:44:16 +900839000 ns","154.9008","01 06","ACK <=","","","","","","","","","","","",""
"15","154.909","0.00562467","0.00561833","05/17/23 11:44:16 +908645000 ns","154.9086","01 67 02 7F E5","<= EBLU Query Reply","","","","67","","","","","","","",""
"16","156.7","0.00218767","1.78549","05/17/23 11:44:18 +699760000 ns","156.6998","01 06","ACK <=","","","","","","","","","","","",""
"17","156.709","0.00947967","0.00739533","05/17/23 11:44:18 +709343000 ns","156.7094","01 18 05 03 12 0C 03 FC","<= Static status reply","","","","18","","","","","","","",""
"18","156.783","0.00260367","0.0644713","05/17/23 11:44:18 +783294000 ns","156.7833","01 06","ACK <=","","","","","","","","","","","",""
"19","156.792","0.00687467","0.00593833","05/17/23 11:44:18 +791836000 ns","156.7918","01 29 03 00 C0 15","<= Event 1 Status reply","00 C0","","","29","","","","","","","",""
"20","156.911","0.00218767","0.112491","05/17/23 11:44:18 +911202000 ns","156.9112","01 06","ACK <=","","","","","","","","","","","",""
"21","156.998","0.00708367","0.0848873","05/17/23 11:44:18 +998277000 ns","156.9983","01 29 03 00 C0 15","<= Event 1 Status reply","00 C0","","","29","","","","","","","",""
"22","157.112","0.00677067","0.10697","05/17/23 11:44:19 +112331000 ns","157.1123","01 2A 03 86 00 50","<= Event 1 Status reply","86 00","","","2A","","","","","","","",""
"23","157.21","0.00718667","0.0904093","05/17/23 11:44:19 +209511000 ns","157.2095","01 2B 03 80 00 57","<= Event 1 Status reply","80 00","","","2B","","","","","","","",""
"24","157.232","0.00218767","0.0150003","05/17/23 11:44:19 +231698000 ns","157.2317","01 06","ACK <=","","","","","","","","","","","",""
"25","157.37","0.00708267","0.136449","05/17/23 11:44:19 +370335000 ns","157.3703","01 2C 03 84 00 54","<= Event 1 Status reply","84 00","","","2C","","","","","","","",""
"26","157.394","0.00218767","0.0161393","05/17/23 11:44:19 +393557000 ns","157.3936","01 06","ACK <=","","","","","","","","","","","",""
"27","157.531","0.00947867","0.13572","05/17/23 11:44:19 +531465000 ns","157.5315","01 1D 05 03 10 00 03 F7","<= Static status reply","","","","1D","","","","","","","",""
"28","157.554","0.00218767","0.0134373","05/17/23 11:44:19 +554381000 ns","157.5544","01 06","ACK <=","","","","","","","","","","","",""
"29","157.595","0.00729167","0.0386453","05/17/23 11:44:19 +595214000 ns","157.5952","01 2E 03 86 00 54","<= Event 1 Status reply","86 00","","","2E","","","","","","","",""
"30","157.618","0.00218767","0.0155133","05/17/23 11:44:19 +618019000 ns","157.618","01 06","ACK <=","","","","","","","","","","","",""
"31","157.756","0.00697867","0.135512","05/17/23 11:44:19 +755719000 ns","157.7557","01 2F 03 06 00 D5","<= Event 1 Status reply","06 00","","","2F","","","","","","","",""
"32","157.876","0.00218767","0.113325","05/17/23 11:44:19 +876023000 ns","157.876","01 06","ACK <=","","","","","","","","","","","",""
"33","157.963","0.00697867","0.0845753","05/17/23 11:44:19 +962786000 ns","157.9628","01 2F 03 06 00 D5","<= Event 1 Status reply","06 00","","","2F","","","","","","","",""
"34","158.077","0.00677167","0.106866","05/17/23 11:44:20 +76631000 ns","158.0766","01 20 03 06 00 DA","<= Event 1 Status reply","06 00","","","20","","","","","","","",""
"35","158.093","0.00968767","0.00999933","05/17/23 11:44:20 +93402000 ns","158.0934","01 11 05 03 00 00 03 EB","<= Static status reply","","","","11","","","","","","","",""
"36","158.116","0.00218767","0.0127073","05/17/23 11:44:20 +115797000 ns","158.1158","01 06","ACK <=","","","","","","","","","","","",""
"37","158.253","0.00676467","0.134574","05/17/23 11:44:20 +252559000 ns","158.2526","01 22 03 06 00 D8","<= Event 1 Status reply","06 00","","","22","","","","","","","",""
"38","158.275","0.00218767","0.0156243","05/17/23 11:44:20 +274948000 ns","158.2749","01 06","ACK <=","","","","","","","","","","","",""
"39","158.404","0.00718767","0.127283","05/17/23 11:44:20 +404419000 ns","158.4044","01 23 03 06 00 D9","<= Event 1 Status reply","06 00","","","23","","","","","","","",""
"40","159.258","0.00218667","0.846079","05/17/23 11:44:21 +257686000 ns","159.2577","01 06","ACK <=","","","","","","","","","","","",""
"41","159.267","0.00927067","0.00687533","05/17/23 11:44:21 +266748000 ns","159.2668","01 14 05 03 00 00 03 EE","<= Static status reply","","","","14","","","","","","","",""
"42","159.367","0.00218667","0.0912423","05/17/23 11:44:21 +367261000 ns","159.3673","01 06","ACK <=","","","","","","","","","","","",""
"43","159.377","0.00697867","0.00739633","05/17/23 11:44:21 +376844000 ns","159.3768","01 25 03 06 00 DF","<= Event 1 Status reply","06 00","","","25","","","","","","","",""
"44","159.496","0.00218767","0.112491","05/17/23 11:44:21 +496314000 ns","159.4963","01 06","ACK <=","","","","","","","","","","","",""
"45","159.584","0.00687467","0.0857213","05/17/23 11:44:21 +584223000 ns","159.5842","01 25 03 06 00 DF","<= Event 1 Status reply","06 00","","","25","","","","","","","",""
"46","159.7","0.00958267","0.108742","05/17/23 11:44:21 +699840000 ns","159.6998","01 16 05 03 00 00 03 EC","<= Static status reply","","","","16","","","","","","","",""
"47","159.82","0.00218667","0.110096","05/17/23 11:44:21 +819519000 ns","159.8195","01 06","ACK <=","","","","","","","","","","","",""
"48","159.828","0.00708367","0.00635433","05/17/23 11:44:21 +828060000 ns","159.8281","01 27 03 06 00 DD","<= Event 1 Status reply","06 00","","","27","","","","","","","",""
"49","159.999","0.00218767","0.163629","05/17/23 11:44:21 +998773000 ns","159.9988","01 06","ACK <=","","","","","","","","","","","",""
"50","160.008","0.00906267","0.00729133","05/17/23 11:44:22 +8252000 ns","160.0083","01 18 05 03 00 00 03 E2","<= Static status reply","","","","18","","","","","","","",""
"51","160.188","0.00218767","0.170303","05/17/23 11:44:22 +187618000 ns","160.1876","01 06","ACK <=","","","","","","","","","","","",""
"52","160.197","0.00936867","0.00749933","05/17/23 11:44:22 +197305000 ns","160.1973","01 19 05 03 00 00 03 E3","<= Static status reply","","","","19","","","","","","","",""
"53","160.3","0.00218767","0.0931233","05/17/23 11:44:22 +299797000 ns","160.2998","01 06","ACK <=","","","","","","","","","","","",""
"54","160.309","0.00677067","0.00686833","05/17/23 11:44:22 +308853000 ns","160.3089","01 2A 03 06 00 D0","<= Event 1 Status reply","06 00","","","2A","","","","","","","",""
"55","160.429","0.00218767","0.11322","05/17/23 11:44:22 +428844000 ns","160.4288","01 06","ACK <=","","","","","","","","","","","",""
"56","160.517","0.00677067","0.0856233","05/17/23 11:44:22 +516655000 ns","160.5167","01 2A 03 06 00 D0","<= Event 1 Status reply","06 00","","","2A","","","","","","","",""
"57","160.632","0.00936867","0.108325","05/17/23 11:44:22 +631751000 ns","160.6317","01 1B 05 03 00 00 03 E1","<= Static status reply","","","","1B","","","","","","","",""
"58","160.752","0.00218667","0.110408","05/17/23 11:44:22 +751528000 ns","160.7515","01 06","ACK <=","","","","","","","","","","","",""
"59","160.76","0.00677067","0.00635433","05/17/23 11:44:22 +760069000 ns","160.7601","01 2C 03 06 00 D6","<= Event 1 Status reply","06 00","","","2C","","","","","","","",""
"60","160.931","0.00218767","0.164261","05/17/23 11:44:22 +931101000 ns","160.9311","01 06","ACK <=","","","","","","","","","","","",""
"61","160.94","0.00906267","0.00718733","05/17/23 11:44:22 +940476000 ns","160.9405","01 1D 05 03 00 00 03 E7","<= Static status reply","","","","1D","","","","","","","",""
"62","161.091","0.00260467","0.141442","05/17/23 11:44:23 +90981000 ns","161.091","01 06","ACK <=","","","","","","","","","","","",""
"63","161.1","0.00906267","0.00645833","05/17/23 11:44:23 +100044000 ns","161.1","01 1E 05 03 00 00 03 E4","<= Static status reply","","","","1E","","","","","","","",""
"64","161.2","0.00239667","0.0908243","05/17/23 11:44:23 +199931000 ns","161.1999","01 06","ACK <=","","","","","","","","","","","",""
"65","161.21","0.00697867","0.00739533","05/17/23 11:44:23 +209723000 ns","161.2097","01 2F 03 06 00 D5","<= Event 1 Status reply","06 00","","","2F","","","","","","","",""
"66","161.329","0.00218767","0.112596","05/17/23 11:44:23 +329298000 ns","161.3293","01 06","ACK <=","","","","","","","","","","","",""
"67","161.417","0.00677167","0.0857203","05/17/23 11:44:23 +417206000 ns","161.4172","01 2F 03 06 00 D5","<= Event 1 Status reply","06 00","","","2F","","","","","","","",""
"68","161.532","0.00947967","0.108324","05/17/23 11:44:23 +532302000 ns","161.5323","01 10 05 03 00 00 03 EA","<= Static status reply","","","","10","","","","","","","",""
"69","161.651","0.00218767","0.109678","05/17/23 11:44:23 +651460000 ns","161.6515","01 06","ACK <=","","","","","","","","","","","",""
"70","161.66","0.00687467","0.00635433","05/17/23 11:44:23 +660002000 ns","161.66","01 21 03 06 00 DB","<= Event 1 Status reply","06 00","","","21","","","","","","","",""
"71","161.831","0.00239567","0.164255","05/17/23 11:44:23 +831132000 ns","161.8311","01 06","ACK <=","","","","","","","","","","","",""
"72","161.841","0.00916567","0.00697933","05/17/23 11:44:23 +840507000 ns","161.8405","01 12 05 03 00 00 03 E8","<= Static status reply","","","","12","","","","","","","",""
"73","161.99","0.00218767","0.14072","05/17/23 11:44:23 +990393000 ns","161.9904","01 06","ACK <=","","","","","","","","","","","",""
"74","161.999","0.00906167","0.00687533","05/17/23 11:44:23 +999456000 ns","161.9995","01 13 05 03 00 00 03 E9","<= Static status reply","","","","13","","","","","","","",""
"75","162.1","0.00239567","0.0919713","05/17/23 11:44:24 +100489000 ns","162.1005","01 06","ACK <=","","","","","","","","","","","",""
"76","162.11","0.00677067","0.00750033","05/17/23 11:44:24 +110385000 ns","162.1104","01 24 03 06 00 DE","<= Event 1 Status reply","06 00","","","24","","","","","","","",""
"77","162.23","0.00218767","0.112699","05/17/23 11:44:24 +229855000 ns","162.2299","01 06","ACK <=","","","","","","","","","","","",""
"78","162.318","0.00687467","0.0856173","05/17/23 11:44:24 +317660000 ns","162.3177","01 24 03 06 00 DE","<= Event 1 Status reply","06 00","","","24","","","","","","","",""
"79","162.433","0.00937467","0.108325","05/17/23 11:44:24 +432860000 ns","162.4329","01 15 05 03 00 00 03 EF","<= Static status reply","","","","15","","","","","","","",""
"80","162.555","0.00218767","0.112908","05/17/23 11:44:24 +555143000 ns","162.5551","01 06","ACK <=","","","","","","","","","","","",""
"81","162.564","0.00708367","0.00687433","05/17/23 11:44:24 +564205000 ns","162.5642","01 26 03 06 00 DC","<= Event 1 Status reply","06 00","","","26","","","","","","","",""
"82","162.742","0.00218767","0.171129","05/17/23 11:44:24 +742418000 ns","162.7424","01 06","ACK <=","","","","","","","","","","","",""
"83","162.746","0.00906167","0.00187533","05/17/23 11:44:24 +746481000 ns","162.7465","01 17 05 03 00 00 03 ED","<= Static status reply","","","","17","","","","","","","",""
"84","162.903","0.00218067","0.147804","05/17/23 11:44:24 +903347000 ns","162.9034","01 06","ACK <=","","","","","","","","","","","",""
"85","162.914","0.00947867","0.00885433","05/17/23 11:44:24 +914382000 ns","162.9144","01 18 05 03 00 00 03 E2","<= Static status reply","","","","18","","","","","","","",""
"86","162.989","0.00239567","0.0646863","05/17/23 11:44:24 +988547000 ns","162.9885","01 06","ACK <=","","","","","","","","","","","",""
"87","162.997","0.00708267","0.00614633","05/17/23 11:44:24 +997089000 ns","162.9971","01 29 03 06 00 D3","<= Event 1 Status reply","06 00","","","29","","","","","","","",""
"88","163.116","0.00218767","0.111866","05/17/23 11:44:25 +116038000 ns","163.116","01 06","ACK <=","","","","","","","","","","","",""
"89","163.203","0.00718667","0.0847843","05/17/23 11:44:25 +203010000 ns","163.203","01 29 03 06 00 D3","<= Event 1 Status reply","06 00","","","29","","","","","","","",""
"90","163.317","0.00927067","0.106658","05/17/23 11:44:25 +316855000 ns","163.3168","01 1A 05 03 00 00 03 E0","<= Static status reply","","","","1A","","","","","","","",""
"91","163.439","0.00218767","0.113012","05/17/23 11:44:25 +439138000 ns","163.4391","01 06","ACK <=","","","","","","","","","","","",""
"92","163.448","0.00718767","0.00676433","05/17/23 11:44:25 +448090000 ns","163.4481","01 2B 03 06 00 D1","<= Event 1 Status reply","06 00","","","2B","","","","","","","",""
"93","163.626","0.00218767","0.171136","05/17/23 11:44:25 +626414000 ns","163.6264","01 06","ACK <=","","","","","","","","","","","",""
"94","163.63","0.00916667","0.00187433","05/17/23 11:44:25 +630476000 ns","163.6305","01 1C 05 03 00 00 03 E6","<= Static status reply","","","","1C","","","","","","","",""
"95","163.805","0.00218767","0.165192","05/17/23 11:44:25 +804835000 ns","163.8048","01 06","ACK <=","","","","","","","","","","","",""
"96","163.815","0.00937467","0.00750033","05/17/23 11:44:25 +814523000 ns","163.8145","01 1D 05 03 00 00 03 E7","<= Static status reply","","","","1D","","","","","","","",""
"97","163.917","0.00229167","0.0930123","05/17/23 11:44:25 +916910000 ns","163.9169","01 06","ACK <=","","","","","","","","","","","",""
"98","163.927","0.00687467","0.00750033","05/17/23 11:44:25 +926702000 ns","163.9267","01 2E 03 06 00 D4","<= Event 1 Status reply","06 00","","","2E","","","","","","","",""
"99","164.046","0.00218767","0.112595","05/17/23 11:44:26 +46172000 ns","164.0462","01 06","ACK <=","","","","","","","","","","","",""
