"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","141.727","0.00562467","141.727","04/25/23 08:57:19 +726584000 ns","141.7266","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"2","142.029","0.00562567","0.297182","04/25/23 08:57:20 +29391000 ns","142.0294","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"3","142.332","0.00562467","0.297078","04/25/23 08:57:20 +332095000 ns","142.3321","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"4","144.927","0.00562567","2.5892","04/25/23 08:57:22 +926920000 ns","144.9269","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"5","144.998","0.00218767","0.0655193","04/25/23 08:57:22 +998065000 ns","144.9981","01 06","ACK =>","","","","","","","","","","","",""
"6","154.933","0.00218667","9.93319","04/25/23 08:57:32 +933444000 ns","154.9334","01 06","ACK =>","","","","","","","","","","","",""
"7","154.982","0.00218767","0.0460413","04/25/23 08:57:32 +981672000 ns","154.9817","01 06","ACK =>","","","","","","","","","","","",""
"8","156.468","0.00677067","1.48403","04/25/23 08:57:34 +467890000 ns","156.4679","01 C1 03 55 55 3D","=> Update breakthrough force","","","","C1","","","","","","","",""
"9","156.533","0.00218667","0.0587433","04/25/23 08:57:34 +533404000 ns","156.5334","01 06","ACK =>","","","","","","","","","","","",""
"10","159.682","0.00562567","3.14691","04/25/23 08:57:37 +682497000 ns","159.6825","01 B2 02 FF B0","=> EBLU Query","","","","B2","","","","","","","",""
"11","159.749","0.00218767","0.0613523","04/25/23 08:57:37 +749475000 ns","159.7495","01 06","ACK =>","","","","","","","","","","","",""
"12","162.928","0.00562567","3.17638","04/25/23 08:57:40 +928041000 ns","162.928","01 B3 02 FF B1","=> EBLU Query","","","","B3","","","","","","","",""
"13","163.1","0.00218767","0.166142","04/25/23 08:57:41 +99809000 ns","163.0998","01 06","ACK =>","","","","","","","","","","","",""
"14","166.146","0.00562467","3.04399","04/25/23 08:57:44 +145982000 ns","166.146","01 B4 02 FF B6","=> EBLU Query","","","","B4","","","","","","","",""
"15","166.213","0.00218667","0.0612493","04/25/23 08:57:44 +212856000 ns","166.2129","01 06","ACK =>","","","","","","","","","","","",""
"16","169.388","0.00562467","3.17315","04/25/23 08:57:47 +388193000 ns","169.3882","01 B5 02 FF B7","=> EBLU Query","","","","B5","","","","","","","",""
"17","169.445","0.00218767","0.0510403","04/25/23 08:57:47 +444858000 ns","169.4449","01 06","ACK =>","","","","","","","","","","","",""
"18","172.596","0.00562467","3.14909","04/25/23 08:57:50 +596133000 ns","172.5961","01 B6 02 FF B4","=> EBLU Query","","","","B6","","","","","","","",""
"19","172.661","0.00218767","0.0592703","04/25/23 08:57:50 +661028000 ns","172.661","01 06","ACK =>","","","","","","","","","","","",""
"20","175.836","0.00562467","3.17252","04/25/23 08:57:53 +835740000 ns","175.8357","01 B7 02 FF B5","=> EBLU Query","","","","B7","","","","","","","",""
"21","176.012","0.00218767","0.170205","04/25/23 08:57:54 +11570000 ns","176.0116","01 06","ACK =>","","","","","","","","","","","",""
"22","178.304","0.00562467","2.29046","04/25/23 08:57:56 +304220000 ns","178.3042","01 18 02 00 E5","=> Static status query","","","","18","","","","","","","",""
"23","178.372","0.00218667","0.0623953","04/25/23 08:57:56 +372240000 ns","178.3722","01 06","ACK =>","","","","","","","","","","","",""
"24","178.448","0.00562467","0.0732283","04/25/23 08:57:56 +447655000 ns","178.4477","01 29 02 6F BB","=> Event 1 Status query","","","","29","","","","","","","",""
"25","178.594","0.00562467","0.140935","04/25/23 08:57:56 +594215000 ns","178.5942","01 AA 02 82 D5","=> change mode","","","","AA","","","","","","","",""
"26","178.802","0.00218767","0.202392","04/25/23 08:57:56 +802232000 ns","178.8022","01 06","ACK =>","","","","","","","","","","","",""
"27","178.827","0.00218767","0.0230203","04/25/23 08:57:56 +827440000 ns","178.8274","01 06","ACK =>","","","","","","","","","","","",""
"28","178.853","0.00562467","0.0232293","04/25/23 08:57:56 +852857000 ns","178.8529","01 5B 02 03 A5","=> Set credit score maximum","","","","5B","","","","","","","",""
"29","179.004","0.00562467","0.145101","04/25/23 08:57:57 +3583000 ns","179.0036","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"30","179.179","0.00218767","0.170199","04/25/23 08:57:57 +179407000 ns","179.1794","01 06","ACK =>","","","","","","","","","","","",""
"31","180.313","0.00562467","1.13133","04/25/23 08:57:58 +312923000 ns","180.3129","01 1D 02 00 E0","=> Static status query","","","","1D","","","","","","","",""
"32","180.372","0.00218667","0.0535413","04/25/23 08:57:58 +372089000 ns","180.3721","01 06","ACK =>","","","","","","","","","","","",""
"33","180.448","0.00562467","0.0735413","04/25/23 08:57:58 +447817000 ns","180.4478","01 2E 02 6F BC","=> Event 1 Status query","","","","2E","","","","","","","",""
"34","180.516","0.00218667","0.0626033","04/25/23 08:57:58 +516045000 ns","180.5161","01 06","ACK =>","","","","","","","","","","","",""
"35","180.592","0.00562567","0.0735403","04/25/23 08:57:58 +591772000 ns","180.5918","01 AF 02 81 D3","=> change mode","","","","AF","","","","","","","",""
"36","180.676","0.00218767","0.0786443","04/25/23 08:57:58 +676042000 ns","180.676","01 06","ACK =>","","","","","","","","","","","",""
"37","180.724","0.00218767","0.0458323","04/25/23 08:57:58 +724062000 ns","180.7241","01 06","ACK =>","","","","","","","","","","","",""
"38","180.852","0.00218767","0.125824","04/25/23 08:57:58 +852074000 ns","180.8521","01 06","ACK =>","","","","","","","","","","","",""
"39","180.878","0.00562567","0.0233323","04/25/23 08:57:58 +877594000 ns","180.8776","01 10 02 00 ED","=> Static status query","","","","10","","","","","","","",""
"40","180.948","0.00218667","0.0652073","04/25/23 08:57:58 +948427000 ns","180.9484","01 06","ACK =>","","","","","","","","","","","",""
"41","180.999","0.00562567","0.0483323","04/25/23 08:57:58 +998946000 ns","180.9989","01 21 02 6F B3","=> Event 1 Status query","","","","21","","","","","","","",""
"42","181.06","0.00218767","0.0558323","04/25/23 08:57:59 +60404000 ns","181.0604","01 06","ACK =>","","","","","","","","","","","",""
"43","181.413","0.00562567","0.349993","04/25/23 08:57:59 +412585000 ns","181.4126","01 12 02 00 EF","=> Static status query","","","","12","","","","","","","",""
