"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.008687","0.00802067","0.008687","05/02/23 14:15:29 +8687000 ns","0.008687","05 03 08 31 0C 03 E8","<= unknown","","","","03","","","","","","","",""
"2","0.18024","0.00218767","0.163532","05/02/23 14:15:29 +180240000 ns","0.18024","01 06","ACK <=","","","","","","","","","","","",""
"3","0.189296","0.0104157","0.00686833","05/02/23 14:15:29 +189296000 ns","0.189296","01 10 05 03 08 31 0C 03 E7","<= Static status reply","","","","10","","","","","","","",""
"4","0.311683","0.00229167","0.111971","05/02/23 14:15:29 +311683000 ns","0.311683","01 06","ACK <=","","","","","","","","","","","",""
"5","0.398342","0.0103117","0.0843673","05/02/23 14:15:29 +398342000 ns","0.398342","01 10 05 03 08 31 0C 03 E7","<= Static status reply","","","","10","","","","","","","",""
"6","0.41532","0.00718767","0.00666633","05/02/23 14:15:29 +415320000 ns","0.41532","01 21 03 18 00 C5","<= Event 1 Status reply","18 00","","","21","","","","","","","",""
"7","0.43782","0.00218767","0.0153123","05/02/23 14:15:29 +437820000 ns","0.43782","01 06","ACK <=","","","","","","","","","","","",""
"8","0.576249","0.0103117","0.136241","05/02/23 14:15:29 +576249000 ns","0.576249","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"9","0.598644","0.00218767","0.0120833","05/02/23 14:15:29 +598644000 ns","0.598644","01 06","ACK <=","","","","","","","","","","","",""
"10","0.736233","0.00697867","0.135401","05/02/23 14:15:29 +736233000 ns","0.736233","01 23 03 18 00 C7","<= Event 1 Status reply","18 00","","","23","","","","","","","",""
"11","0.856849","0.00218767","0.113637","05/02/23 14:15:29 +856849000 ns","0.856849","01 06","ACK <=","","","","","","","","","","","",""
"12","0.944758","0.00677067","0.0857213","05/02/23 14:15:29 +944758000 ns","0.944758","01 23 03 18 00 C7","<= Event 1 Status reply","18 00","","","23","","","","","","","",""
"13","1.0584","0.0102087","0.106866","05/02/23 14:15:30 +58395000 ns","1.058395","01 14 05 03 08 31 0C 03 E3","<= Static status reply","","","","14","","","","","","","",""
"14","1.17995","0.00218767","0.111345","05/02/23 14:15:30 +179949000 ns","1.179949","01 06","ACK <=","","","","","","","","","","","",""
"15","1.18901","0.00718667","0.00687533","05/02/23 14:15:30 +189012000 ns","1.189012","01 25 03 18 00 C1","<= Event 1 Status reply","18 00","","","25","","","","","","","",""
"16","1.35952","0.00218667","0.163318","05/02/23 14:15:30 +359517000 ns","1.359517","01 06","ACK <=","","","","","","","","","","","",""
