"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.061599","0.00260367","0.061599","05/02/23 14:01:12 +61599000 ns","0.061599","01 06","ACK <=","","","","","","","","","","","",""
"2","0.07014","0.00687567","0.00593733","05/02/23 14:01:12 +70140000 ns","0.07014","01 23 03 00 C0 1F","<= Event 1 Status reply","00 C0","","","23","","","","","","","",""
"3","0.238979","0.00218667","0.161963","05/02/23 14:01:12 +238979000 ns","0.238979","01 06","ACK <=","","","","","","","","","","","",""
"4","0.248249","0.00947967","0.00708333","05/02/23 14:01:12 +248249000 ns","0.248249","01 14 05 03 12 0C 03 F0","<= Static status reply","","","","14","","","","","","","",""
"5","0.427921","0.00218667","0.170192","05/02/23 14:01:12 +427921000 ns","0.427921","01 06","ACK <=","","","","","","","","","","","",""
"6","0.437816","0.00927067","0.00770833","05/02/23 14:01:12 +437816000 ns","0.437816","01 15 05 03 12 0C 03 F1","<= Static status reply","","","","15","","","","","","","",""
"7","0.5401","0.00229167","0.0930133","05/02/23 14:01:12 +540100000 ns","0.5401","01 06","ACK <=","","","","","","","","","","","",""
"8","0.549683","0.00708367","0.00729133","05/02/23 14:01:12 +549683000 ns","0.549683","01 26 03 00 C0 1A","<= Event 1 Status reply","00 C0","","","26","","","","","","","",""
"9","0.669258","0.00218767","0.112491","05/02/23 14:01:12 +669258000 ns","0.669258","01 06","ACK <=","","","","","","","","","","","",""
"10","0.757166","0.00687567","0.0857203","05/02/23 14:01:12 +757166000 ns","0.757166","01 26 03 00 C0 1A","<= Event 1 Status reply","00 C0","","","26","","","","","","","",""
"11","0.872366","0.00937467","0.108324","05/02/23 14:01:12 +872366000 ns","0.872366","01 17 05 03 12 0C 03 F3","<= Static status reply","","","","17","","","","","","","",""
"12","0.991837","0.00218767","0.110096","05/02/23 14:01:12 +991837000 ns","0.991837","01 06","ACK <=","","","","","","","","","","","",""
"13","1.00027","0.00677067","0.00624933","05/02/23 14:01:13 +274000 ns","1.000274","01 28 03 00 C0 14","<= Event 1 Status reply","00 C0","","","28","","","","","","","",""
"14","1.1713","0.00218767","0.164255","05/02/23 14:01:13 +171300000 ns","1.1713","01 06","ACK <=","","","","","","","","","","","",""
"15","1.18057","0.00947867","0.00708333","05/02/23 14:01:13 +180571000 ns","1.180571","01 19 05 03 12 0C 03 FD","<= Static status reply","","","","19","","","","","","","",""
"16","1.33056","0.00218667","0.140512","05/02/23 14:01:13 +330562000 ns","1.330562","01 06","ACK <=","","","","","","","","","","","",""
"17","1.33952","0.00947867","0.00677133","05/02/23 14:01:13 +339520000 ns","1.33952","01 1A 05 03 12 0C 03 FE","<= Static status reply","","","","1A","","","","","","","",""
"18","1.44024","0.00229167","0.0912423","05/02/23 14:01:13 +440241000 ns","1.440241","01 06","ACK <=","","","","","","","","","","","",""
"19","1.44982","0.00708367","0.00729133","05/02/23 14:01:13 +449824000 ns","1.449824","01 2B 03 00 C0 17","<= Event 1 Status reply","00 C0","","","2B","","","","","","","",""
"20","1.5693","0.00218667","0.112387","05/02/23 14:01:13 +569295000 ns","1.569295","01 06","ACK <=","","","","","","","","","","","",""
"21","1.65741","0.00677067","0.0859303","05/02/23 14:01:13 +657412000 ns","1.657412","01 2B 03 00 C0 17","<= Event 1 Status reply","00 C0","","","2B","","","","","","","",""
"22","1.77251","0.00957667","0.108324","05/02/23 14:01:13 +772507000 ns","1.772507","01 1C 05 03 12 0C 03 F8","<= Static status reply","","","","1C","","","","","","","",""
"23","1.89176","0.00218767","0.109679","05/02/23 14:01:13 +891763000 ns","1.891763","01 06","ACK <=","","","","","","","","","","","",""
"24","1.9001","0.00708367","0.00614533","05/02/23 14:01:13 +900096000 ns","1.900096","01 2D 03 00 C0 11","<= Event 1 Status reply","00 C0","","","2D","","","","","","","",""
"25","2.07144","0.00218767","0.164261","05/02/23 14:01:14 +71441000 ns","2.071441","01 06","ACK <=","","","","","","","","","","","",""
"26","2.08082","0.00947867","0.00718733","05/02/23 14:01:14 +80816000 ns","2.080816","01 1E 05 03 12 0C 03 FA","<= Static status reply","","","","1E","","","","","","","",""
"27","2.23132","0.00218767","0.141026","05/02/23 14:01:14 +231321000 ns","2.231321","01 06","ACK <=","","","","","","","","","","","",""
"28","2.24017","0.00916667","0.00666633","05/02/23 14:01:14 +240175000 ns","2.240175","01 1F 05 03 12 0C 03 FB","<= Static status reply","","","","1F","","","","","","","",""
"29","2.31402","0.00218667","0.0646803","05/02/23 14:01:14 +314022000 ns","2.314022","01 06","ACK <=","","","","","","","","","","","",""
"30","2.32246","0.00677067","0.00625033","05/02/23 14:01:14 +322459000 ns","2.322459","01 20 03 00 C0 1C","<= Event 1 Status reply","00 C0","","","20","","","","","","","",""
"31","5.45638","0.00218767","3.12715","05/02/23 14:01:17 +456377000 ns","5.456377","01 06","ACK <=","","","","","","","","","","","",""
"32","5.46023","0.00562567","0.00166633","05/02/23 14:01:17 +460231000 ns","5.460231","01 61 02 7F E3","<= EBLU Query Reply","","","","61","","","","","","","",""
"33","8.55905","0.00229167","3.09319","05/02/23 14:01:20 +559046000 ns","8.559046","01 06","ACK <=","","","","","","","","","","","",""
"34","8.56842","0.00562467","0.00708333","05/02/23 14:01:20 +568421000 ns","8.568421","01 62 02 7F E0","<= EBLU Query Reply","","","","62","","","","","","","",""
"35","11.6756","0.00218767","3.10152","05/02/23 14:01:23 +675569000 ns","11.67557","01 06","ACK <=","","","","","","","","","","","",""
"36","11.6858","0.00562467","0.00802033","05/02/23 14:01:23 +685777000 ns","11.68578","01 63 02 7F E1","<= EBLU Query Reply","","","","63","","","","","","","",""
"37","14.7928","0.00218767","3.10143","05/02/23 14:01:26 +792827000 ns","14.79283","01 06","ACK <=","","","","","","","","","","","",""
"38","14.8029","0.00562467","0.00791033","05/02/23 14:01:26 +802925000 ns","14.80293","01 64 02 7F E6","<= EBLU Query Reply","","","","64","","","","","","","",""
"39","17.9276","0.00218767","3.11902","05/02/23 14:01:29 +927572000 ns","17.92757","01 06","ACK <=","","","","","","","","","","","",""
"40","17.9361","3.34729","0.00635433","05/02/23 14:01:29 +936114000 ns","17.93611","01 65 02 7F E7 F0","<= EBLU Query Reply","","","","65","","","","","","","",""
"41","26.9323","0.00218767","5.64886","05/02/23 14:01:38 +932264000 ns","26.93226","01 06","ACK <=","","","","","","","","","","","",""
"42","26.9535","0.0103127","0.0190613","05/02/23 14:01:38 +953513000 ns","26.95351","01 D0 04 08 31 0B 08 32 29","<= Initialise reply","","","","D0","","","","","","","",""
"43","35.4082","0.00562567","8.44433","05/02/23 14:01:47 +408155000 ns","35.40815","01 61 02 7F E3","<= EBLU Query Reply","","","","61","","","","","","","",""
"44","35.4448","0.00780667","0.0310403","05/02/23 14:01:47 +444821000 ns","35.44482","01 22 03 80 C0 9E","<= Event 1 Status reply","80 C0","","","22","","","","","","","",""
"45","36.0562","0.00218767","0.603602","05/02/23 14:01:48 +56230000 ns","36.05623","01 06","ACK <=","","","","","","","","","","","",""
"46","36.0662","0.00676467","0.00781233","05/02/23 14:01:48 +66230000 ns","36.06623","01 83 03 55 55 7F","<= Breakthrough force reply","","","","83","","","","","","","",""
"47","39.1737","0.00218667","3.1007","05/02/23 14:01:51 +173691000 ns","39.17369","01 06","ACK <=","","","","","","","","","","","",""
"48","39.183","0.00562567","0.00708333","05/02/23 14:01:51 +182961000 ns","39.18296","01 64 02 7F E6","<= EBLU Query Reply","","","","64","","","","","","","",""
"49","42.2903","0.00218667","3.10173","05/02/23 14:01:54 +290318000 ns","42.29032","01 06","ACK <=","","","","","","","","","","","",""
"50","42.2937","0.00562467","0.00114633","05/02/23 14:01:54 +293651000 ns","42.29365","01 65 02 7F E7","<= EBLU Query Reply","","","","65","","","","","","","",""
"51","45.3948","0.00218767","3.09548","05/02/23 14:01:57 +394757000 ns","45.39476","01 06","ACK <=","","","","","","","","","","","",""
"52","45.4029","0.00562467","0.00593733","05/02/23 14:01:57 +402882000 ns","45.40288","01 66 02 7F E4","<= EBLU Query Reply","","","","66","","","","","","","",""
"53","46.8113","0.00218767","1.4028","05/02/23 14:01:58 +811309000 ns","46.81131","01 06","ACK <=","","","","","","","","","","","",""
"54","46.8205","0.00916667","0.00697833","05/02/23 14:01:58 +820475000 ns","46.82048","01 17 05 03 12 0C 03 F3","<= Static status reply","","","","17","","","","","","","",""
"55","46.9192","0.00229167","0.0895753","05/02/23 14:01:58 +919217000 ns","46.91922","01 06","ACK <=","","","","","","","","","","","",""
