"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.079337","0.00562567","0.079337","05/02/23 13:13:22 +79337000 ns","0.079337","01 2A 02 0A DD","=> Event 1 Status query","","","","2A","","","","","","","",""
"2","0.188398","0.00218767","0.103435","05/02/23 13:13:22 +188398000 ns","0.188398","01 06","ACK =>","","","","","","","","","","","",""
"3","0.198294","0.00562467","0.00770833","05/02/23 13:13:22 +198294000 ns","0.198294","01 1B 02 00 E6","=> Static status query","","","","1B","","","","","","","",""
"4","0.241724","0.00218767","0.0378053","05/02/23 13:13:22 +241724000 ns","0.241724","01 06","ACK =>","","","","","","","","","","","",""
"5","0.38068","0.00218767","0.136768","05/02/23 13:13:22 +380680000 ns","0.38068","01 06","ACK =>","","","","","","","","","","","",""
"6","0.405992","0.00562467","0.0231243","05/02/23 13:13:22 +405992000 ns","0.405992","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"7","0.539636","0.00562467","0.128019","05/02/23 13:13:22 +539636000 ns","0.539636","01 2D 02 0A DA","=> Event 1 Status query","","","","2D","","","","","","","",""
"8","0.650467","0.00218767","0.105206","05/02/23 13:13:22 +650467000 ns","0.650467","01 06","ACK =>","","","","","","","","","","","",""
"9","0.662342","0.00562467","0.00968733","05/02/23 13:13:22 +662342000 ns","0.662342","01 1E 02 00 E3","=> Static status query","","","","1E","","","","","","","",""
"10","0.707445","0.00218767","0.0394783","05/02/23 13:13:22 +707445000 ns","0.707445","01 06","ACK =>","","","","","","","","","","","",""
"11","0.84463","0.00218767","0.134997","05/02/23 13:13:22 +844630000 ns","0.84463","01 06","ACK =>","","","","","","","","","","","",""
"12","0.870151","0.00562467","0.0233333","05/02/23 13:13:22 +870151000 ns","0.870151","01 1F 02 00 E2","=> Static status query","","","","1F","","","","","","","",""
