"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","120.682","0.00562467","120.682","05/18/23 10:09:33 +682219000 ns","120.6822","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"2","120.985","0.00562467","0.297495","05/18/23 10:09:33 +985339000 ns","120.9853","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"3","121.289","0.00562467","0.297703","05/18/23 10:09:34 +288667000 ns","121.2887","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"4","123.791","0.00562467","2.4964","05/18/23 10:09:36 +790695000 ns","123.7907","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"5","123.961","0.00218767","0.164893","05/18/23 10:09:36 +961213000 ns","123.9612","01 06","ACK =>","","","","","","","","","","","",""
"6","134.816","0.00218767","10.8531","05/18/23 10:09:47 +816485000 ns","134.8165","01 06","ACK =>","","","","","","","","","","","",""
"7","134.951","0.00218767","0.132497","05/18/23 10:09:47 +951170000 ns","134.9512","01 06","ACK =>","","","","","","","","","","","",""
"8","135.583","0.00677067","0.629989","05/18/23 10:09:48 +583347000 ns","135.5833","01 C1 03 55 55 3D","=> Update breakthrough force","","","","C1","","","","","","","",""
"9","135.739","0.00218767","0.148643","05/18/23 10:09:48 +738761000 ns","135.7388","01 06","ACK =>","","","","","","","","","","","",""
"10","138.696","0.00562567","2.95535","05/18/23 10:09:51 +696295000 ns","138.6963","01 B2 02 FF B0","=> EBLU Query","","","","B2","","","","","","","",""
"11","138.849","0.00218767","0.14708","05/18/23 10:09:51 +849001000 ns","138.849","01 06","ACK =>","","","","","","","","","","","",""
"12","141.806","0.00562567","2.95514","05/18/23 10:09:54 +806327000 ns","141.8063","01 B3 02 FF B1","=> EBLU Query","","","","B3","","","","","","","",""
"13","141.955","0.00218767","0.143434","05/18/23 10:09:54 +955387000 ns","141.9554","01 06","ACK =>","","","","","","","","","","","",""
"14","144.94","0.00562467","2.98202","05/18/23 10:09:57 +939595000 ns","144.9396","01 B4 02 FF B6","=> EBLU Query","","","","B4","","","","","","","",""
"15","145.09","0.00218767","0.144476","05/18/23 10:09:58 +89696000 ns","145.0897","01 06","ACK =>","","","","","","","","","","","",""
