"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","122.966","0.00562467","122.966","05/17/23 11:43:44 +965748000 ns","122.9658","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"2","123.27","0.00562467","0.298224","05/17/23 11:43:45 +269597000 ns","123.2696","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"3","123.573","0.00562467","0.298009","05/17/23 11:43:45 +573231000 ns","123.5732","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"4","126.078","0.00562467","2.49953","05/17/23 11:43:48 +78384000 ns","126.0784","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"5","126.249","0.00218767","0.164789","05/17/23 11:43:48 +248798000 ns","126.2488","01 06","ACK =>","","","","","","","","","","","",""
"6","141.572","0.00218767","15.3209","05/17/23 11:44:03 +571891000 ns","141.5719","01 06","ACK =>","","","","","","","","","","","",""
"7","141.709","0.00218667","0.134477","05/17/23 11:44:03 +708556000 ns","141.7086","01 06","ACK =>","","","","","","","","","","","",""
"8","142.392","0.00677067","0.680822","05/17/23 11:44:04 +391565000 ns","142.3916","01 C1 03 55 55 3D","=> Update breakthrough force","","","","C1","","","","","","","",""
"9","142.545","0.00218767","0.146247","05/17/23 11:44:04 +544583000 ns","142.5446","01 06","ACK =>","","","","","","","","","","","",""
"10","145.53","0.00562467","2.98326","05/17/23 11:44:07 +530034000 ns","145.53","01 B2 02 FF B0","=> EBLU Query","","","","B2","","","","","","","",""
"11","145.594","0.00218667","0.0579163","05/17/23 11:44:07 +593575000 ns","145.5936","01 06","ACK =>","","","","","","","","","","","",""
"12","148.627","0.00562467","3.0315","05/17/23 11:44:10 +627260000 ns","148.6273","01 B3 02 FF B1","=> EBLU Query","","","","B3","","","","","","","",""
"13","148.776","0.00218667","0.143429","05/17/23 11:44:10 +776314000 ns","148.7763","01 06","ACK =>","","","","","","","","","","","",""
"14","151.765","0.00562567","2.98608","05/17/23 11:44:13 +764583000 ns","151.7646","01 B4 02 FF B6","=> EBLU Query","","","","B4","","","","","","","",""
"15","151.92","0.00218767","0.149997","05/17/23 11:44:13 +920206000 ns","151.9202","01 06","ACK =>","","","","","","","","","","","",""
"16","154.888","0.00562467","2.96597","05/17/23 11:44:16 +888365000 ns","154.8884","01 B5 02 FF B7","=> EBLU Query","","","","B5","","","","","","","",""
"17","155.04","0.00218767","0.146143","05/17/23 11:44:17 +40133000 ns","155.0401","01 06","ACK =>","","","","","","","","","","","",""
"18","156.685","0.00562467","1.64288","05/17/23 11:44:18 +685203000 ns","156.6852","01 16 02 00 EB","=> Static status query","","","","16","","","","","","","",""
"19","156.745","0.00218767","0.0543743","05/17/23 11:44:18 +745202000 ns","156.7452","01 06","ACK =>","","","","","","","","","","","",""
"20","156.771","0.00562467","0.0234373","05/17/23 11:44:18 +770827000 ns","156.7708","01 27 02 0A D0","=> Event 1 Status query","","","","27","","","","","","","",""
"21","156.899","0.00562467","0.122706","05/17/23 11:44:18 +899158000 ns","156.8992","01 A8 02 80 D5","=> change mode","","","","A8","","","","","","","",""
"22","157.107","0.00218767","0.202073","05/17/23 11:44:19 +106856000 ns","157.1069","01 06","ACK =>","","","","","","","","","","","",""
"23","157.119","0.00218767","0.00979133","05/17/23 11:44:19 +118835000 ns","157.1188","01 06","ACK =>","","","","","","","","","","","",""
"24","157.216","0.00562467","0.0949983","05/17/23 11:44:19 +216021000 ns","157.216","01 59 02 03 A7","=> Set credit score maximum","","","","59","","","","","","","",""
"25","157.36","0.00218767","0.138539","05/17/23 11:44:19 +360185000 ns","157.3602","01 06","ACK =>","","","","","","","","","","","",""
"26","157.378","0.00562567","0.0155203","05/17/23 11:44:19 +377893000 ns","157.3779","01 1A 02 00 E7","=> Static status query","","","","1A","","","","","","","",""
"27","157.52","0.00218767","0.136768","05/17/23 11:44:19 +520287000 ns","157.5203","01 06","ACK =>","","","","","","","","","","","",""
"28","157.539","0.00562567","0.0165613","05/17/23 11:44:19 +539036000 ns","157.539","01 2B 02 00 D6","=> Event 1 Status query","","","","2B","","","","","","","",""
"29","157.583","0.00218767","0.0386443","05/17/23 11:44:19 +583306000 ns","157.5833","01 06","ACK =>","","","","","","","","","","","",""
"30","157.603","0.00562467","0.0177083","05/17/23 11:44:19 +603202000 ns","157.6032","01 2C 02 00 D1","=> Event 1 Status query","","","","2C","","","","","","","",""
"31","157.744","0.00218767","0.135206","05/17/23 11:44:19 +744033000 ns","157.744","01 06","ACK =>","","","","","","","","","","","",""
"32","157.863","0.00562567","0.116768","05/17/23 11:44:19 +862989000 ns","157.863","01 1D 02 00 E0","=> Static status query","","","","1D","","","","","","","",""
"33","158.067","0.00218767","0.198225","05/17/23 11:44:20 +66840000 ns","158.0668","01 06","ACK =>","","","","","","","","","","","",""
"34","158.084","0.00218767","0.0149993","05/17/23 11:44:20 +84027000 ns","158.084","01 06","ACK =>","","","","","","","","","","","",""
"35","158.1","0.00562467","0.0138543","05/17/23 11:44:20 +100069000 ns","158.1001","01 2E 02 0A D9","=> Event 1 Status query","","","","2E","","","","","","","",""
"36","158.244","0.00218767","0.138539","05/17/23 11:44:20 +244233000 ns","158.2442","01 06","ACK =>","","","","","","","","","","","",""
"37","158.26","0.00562467","0.0135413","05/17/23 11:44:20 +259962000 ns","158.26","01 2F 02 00 D2","=> Event 1 Status query","","","","2F","","","","","","","",""
"38","158.4","0.00218767","0.13447","05/17/23 11:44:20 +400057000 ns","158.4001","01 06","ACK =>","","","","","","","","","","","",""
"39","158.536","0.00218767","0.133851","05/17/23 11:44:20 +536096000 ns","158.5361","01 06","ACK =>","","","","","","","","","","","",""
"40","159.245","0.00562467","0.706342","05/17/23 11:44:21 +244626000 ns","159.2446","01 10 02 00 ED","=> Static status query","","","","10","","","","","","","",""
"41","159.303","0.00218767","0.0527073","05/17/23 11:44:21 +302958000 ns","159.303","01 06","ACK =>","","","","","","","","","","","",""
"42","159.354","0.00562467","0.0486453","05/17/23 11:44:21 +353791000 ns","159.3538","01 21 02 0A D6","=> Event 1 Status query","","","","21","","","","","","","",""
"43","159.483","0.00562467","0.123748","05/17/23 11:44:21 +483164000 ns","159.4832","01 12 02 00 EF","=> Static status query","","","","12","","","","","","","",""
"44","159.695","0.00218667","0.20624","05/17/23 11:44:21 +695029000 ns","159.695","01 06","ACK =>","","","","","","","","","","","",""
"45","159.707","0.00218767","0.00968733","05/17/23 11:44:21 +706903000 ns","159.7069","01 06","ACK =>","","","","","","","","","","","",""
"46","159.807","0.00562467","0.0978113","05/17/23 11:44:21 +806902000 ns","159.8069","01 23 02 00 DE","=> Event 1 Status query","","","","23","","","","","","","",""
"47","159.935","0.00218767","0.122289","05/17/23 11:44:21 +934816000 ns","159.9348","01 06","ACK =>","","","","","","","","","","","",""
"48","159.96","0.00218767","0.0234373","05/17/23 11:44:21 +960441000 ns","159.9604","01 06","ACK =>","","","","","","","","","","","",""
"49","159.986","0.00562467","0.0236453","05/17/23 11:44:21 +986274000 ns","159.9863","01 14 02 00 E9","=> Static status query","","","","14","","","","","","","",""
"50","160.044","0.00218767","0.0520823","05/17/23 11:44:22 +43981000 ns","160.044","01 06","ACK =>","","","","","","","","","","","",""
"51","160.171","0.00562467","0.124789","05/17/23 11:44:22 +170958000 ns","160.171","01 15 02 00 E8","=> Static status query","","","","15","","","","","","","",""
"52","160.233","0.00218767","0.0562493","05/17/23 11:44:22 +232832000 ns","160.2328","01 06","ACK =>","","","","","","","","","","","",""
"53","160.284","0.00562467","0.0489573","05/17/23 11:44:22 +283977000 ns","160.284","01 26 02 0A D1","=> Event 1 Status query","","","","26","","","","","","","",""
"54","160.415","0.00562467","0.12531","05/17/23 11:44:22 +414912000 ns","160.4149","01 17 02 0A E0","=> Static status query","","","","17","","","","","","","",""
"55","160.623","0.00218667","0.202393","05/17/23 11:44:22 +622930000 ns","160.6229","01 06","ACK =>","","","","","","","","","","","",""
"56","160.639","0.00218767","0.0135413","05/17/23 11:44:22 +638658000 ns","160.6387","01 06","ACK =>","","","","","","","","","","","",""
"57","160.739","0.00562467","0.0981173","05/17/23 11:44:22 +738963000 ns","160.739","01 28 02 00 D5","=> Event 1 Status query","","","","28","","","","","","","",""
"58","160.867","0.00218767","0.122289","05/17/23 11:44:22 +866877000 ns","160.8669","01 06","ACK =>","","","","","","","","","","","",""
"59","160.893","0.00218767","0.0236453","05/17/23 11:44:22 +892710000 ns","160.8927","01 06","ACK =>","","","","","","","","","","","",""
"60","160.918","0.00562467","0.0235413","05/17/23 11:44:22 +918439000 ns","160.9184","01 19 02 00 E4","=> Static status query","","","","19","","","","","","","",""
"61","160.976","0.00218667","0.0522913","05/17/23 11:44:22 +976355000 ns","160.9763","01 06","ACK =>","","","","","","","","","","","",""
"62","161.078","0.00562567","0.0993733","05/17/23 11:44:23 +77915000 ns","161.0779","01 1A 02 00 E7","=> Static status query","","","","1A","","","","","","","",""
"63","161.136","0.00218767","0.0526023","05/17/23 11:44:23 +136143000 ns","161.1361","01 06","ACK =>","","","","","","","","","","","",""
"64","161.187","0.00562467","0.0490623","05/17/23 11:44:23 +187393000 ns","161.1874","01 2B 02 0A DC","=> Event 1 Status query","","","","2B","","","","","","","",""
