"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.034007","0.00562467","0.034007","05/02/23 14:06:42 +34007000 ns","0.034007","01 2C 02 00 D1","=> Event 1 Status query","","","","2C","","","","","","","",""
"2","0.161915","0.00218767","0.122283","05/02/23 14:06:42 +161915000 ns","0.161915","01 06","ACK =>","","","","","","","","","","","",""
"3","0.187539","0.00218767","0.0234363","05/02/23 14:06:42 +187539000 ns","0.187539","01 06","ACK =>","","","","","","","","","","","",""
"4","0.21306","0.00562467","0.0233333","05/02/23 14:06:42 +213060000 ns","0.21306","01 1D 02 00 E0","=> Static status query","","","","1D","","","","","","","",""
"5","0.270767","0.00218767","0.0520823","05/02/23 14:06:42 +270767000 ns","0.270767","01 06","ACK =>","","","","","","","","","","","",""
"6","0.397223","0.00562567","0.124268","05/02/23 14:06:42 +397223000 ns","0.397223","01 1E 02 00 E3","=> Static status query","","","","1E","","","","","","","",""
"7","0.459722","0.00218767","0.0568733","05/02/23 14:06:42 +459722000 ns","0.459722","01 06","ACK =>","","","","","","","","","","","",""
"8","0.485347","0.00562467","0.0234373","05/02/23 14:06:42 +485347000 ns","0.485347","01 2F 02 0A D8","=> Event 1 Status query","","","","2F","","","","","","","",""
"9","0.613886","0.00562567","0.122914","05/02/23 14:06:42 +613886000 ns","0.613886","01 10 02 00 ED","=> Static status query","","","","10","","","","","","","",""
"10","0.81805","0.00218667","0.198538","05/02/23 14:06:42 +818050000 ns","0.81805","01 06","ACK =>","","","","","","","","","","","",""
"11","0.834508","0.00218667","0.0142713","05/02/23 14:06:42 +834508000 ns","0.834508","01 06","ACK =>","","","","","","","","","","","",""
"12","0.933881","0.00562467","0.0971863","05/02/23 14:06:42 +933881000 ns","0.933881","01 21 02 00 DC","=> Event 1 Status query","","","","21","","","","","","","",""
"13","1.062","0.00218767","0.122498","05/02/23 14:06:43 +62004000 ns","1.062004","01 06","ACK =>","","","","","","","","","","","",""
"14","1.08741","0.00218667","0.0232223","05/02/23 14:06:43 +87414000 ns","1.087414","01 06","ACK =>","","","","","","","","","","","",""
"15","1.11304","0.00562467","0.0234373","05/02/23 14:06:43 +113038000 ns","1.113038","01 12 02 00 EF","=> Static status query","","","","12","","","","","","","",""
"16","1.17085","0.00218667","0.0521873","05/02/23 14:06:43 +170850000 ns","1.17085","01 06","ACK =>","","","","","","","","","","","",""
"17","1.29741","0.00562467","0.124373","05/02/23 14:06:43 +297410000 ns","1.29741","01 13 02 00 EE","=> Static status query","","","","13","","","","","","","",""
"18","1.36074","0.00218767","0.0577073","05/02/23 14:06:43 +360742000 ns","1.360742","01 06","ACK =>","","","","","","","","","","","",""
"19","1.38637","0.00562467","0.0234373","05/02/23 14:06:43 +386367000 ns","1.386367","01 24 02 0A D3","=> Event 1 Status query","","","","24","","","","","","","",""
"20","1.51387","0.00562467","0.121873","05/02/23 14:06:43 +513865000 ns","1.513865","01 15 02 00 E8","=> Static status query","","","","15","","","","","","","",""
