"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","151.56","0.00562467","151.56","04/25/23 08:53:36 +560264000 ns","151.5603","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"2","151.863","0.00562467","0.296765","04/25/23 08:53:36 +862654000 ns","151.8627","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"3","152.165","0.00562567","0.296759","04/25/23 08:53:37 +165038000 ns","152.165","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"4","154.781","0.00562467","2.61025","04/25/23 08:53:39 +780912000 ns","154.7809","01 D0 02 FE D3","=> Initialise","","","","D0","","","","","","","",""
"5","154.856","0.00218767","0.0695823","04/25/23 08:53:39 +856119000 ns","154.8561","01 06","ACK =>","","","","","","","","","","","",""
"6","164.839","0.00218767","9.9811","04/25/23 08:53:49 +839407000 ns","164.8394","01 06","ACK =>","","","","","","","","","","","",""
"7","164.887","0.00218767","0.0456243","04/25/23 08:53:49 +887219000 ns","164.8872","01 06","ACK =>","","","","","","","","","","","",""
"8","165.768","0.00677067","0.87852","04/25/23 08:53:50 +767927000 ns","165.7679","01 C1 03 55 55 3D","=> Update breakthrough force","","","","C1","","","","","","","",""
"9","165.831","0.00218767","0.0567693","04/25/23 08:53:50 +831467000 ns","165.8315","01 06","ACK =>","","","","","","","","","","","",""
"10","168.982","0.00562467","3.14836","04/25/23 08:53:53 +982013000 ns","168.982","01 B2 02 FF B0","=> EBLU Query","","","","B2","","","","","","","",""
"11","169.047","0.00218767","0.0595823","04/25/23 08:53:54 +47220000 ns","169.0472","01 06","ACK =>","","","","","","","","","","","",""
"12","172.223","0.00562567","3.17346","04/25/23 08:53:57 +222869000 ns","172.2229","01 B3 02 FF B1","=> EBLU Query","","","","B3","","","","","","","",""
"13","172.397","0.00218767","0.168538","04/25/23 08:53:57 +397033000 ns","172.397","01 06","ACK =>","","","","","","","","","","","",""
"14","175.465","0.00562467","3.06607","04/25/23 08:54:00 +465289000 ns","175.4653","01 B4 02 FF B6","=> EBLU Query","","","","B4","","","","","","","",""
"15","175.527","0.00218767","0.0558323","04/25/23 08:54:00 +526746000 ns","175.5267","01 06","ACK =>","","","","","","","","","","","",""
"16","178.682","0.00562467","3.15305","04/25/23 08:54:03 +681979000 ns","178.682","01 B5 02 FF B7","=> EBLU Query","","","","B5","","","","","","","",""
"17","178.743","0.00218767","0.0551033","04/25/23 08:54:03 +742707000 ns","178.7427","01 06","ACK =>","","","","","","","","","","","",""
"18","181.899","0.00562467","3.1543","04/25/23 08:54:06 +899190000 ns","181.8992","01 B6 02 FF B4","=> EBLU Query","","","","B6","","","","","","","",""
"19","181.959","0.00218767","0.0537493","04/25/23 08:54:06 +958564000 ns","181.9586","01 06","ACK =>","","","","","","","","","","","",""
"20","182.765","0.00562467","0.804146","04/25/23 08:54:07 +764898000 ns","182.7649","01 17 02 00 EA","=> Static status query","","","","17","","","","","","","",""
"21","182.916","0.00562467","0.145102","04/25/23 08:54:07 +915625000 ns","182.9156","01 28 02 6F BA","=> Event 1 Status query","","","","28","","","","","","","",""
"22","183.124","0.00218767","0.202496","04/25/23 08:54:08 +123746000 ns","183.1237","01 06","ACK =>","","","","","","","","","","","",""
"23","183.149","0.00218767","0.0231243","04/25/23 08:54:08 +149058000 ns","183.1491","01 06","ACK =>","","","","","","","","","","","",""
"24","183.174","0.00218067","0.0229163","04/25/23 08:54:08 +174162000 ns","183.1742","01 06","ACK =>","","","","","","","","","","","",""
"25","183.2","0.00562467","0.0233333","04/25/23 08:54:08 +199676000 ns","183.1997","01 A9 02 82 D6","=> change mode","","","","A9","","","","","","","",""
"26","183.357","0.00562467","0.151872","04/25/23 08:54:08 +357173000 ns","183.3572","01 5A 02 03 A4","=> Set credit score maximum","","","","5A","","","","","","","",""
"27","183.517","0.00562567","0.154372","04/25/23 08:54:08 +517170000 ns","183.5172","01 1B 02 00 E6","=> Static status query","","","","1B","","","","","","","",""
"28","183.591","0.00218667","0.0677073","04/25/23 08:54:08 +590503000 ns","183.5905","01 06","ACK =>","","","","","","","","","","","",""
"29","184.798","0.00562467","1.20559","04/25/23 08:54:09 +798282000 ns","184.7983","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"30","184.948","0.00562467","0.143851","04/25/23 08:54:09 +947758000 ns","184.9478","01 2D 02 6F BF","=> Event 1 Status query","","","","2D","","","","","","","",""
"31","185.156","0.00218767","0.202288","04/25/23 08:54:10 +155671000 ns","185.1557","01 06","ACK =>","","","","","","","","","","","",""
