"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","126.779","0.00104167","126.779","05/18/23 09:58:56 +778581000 ns","126.7786","E0","","","","","","","","","","","","",""
"2","132.429","0.00218767","5.64938","05/18/23 09:59:02 +429000000 ns","132.429","01 06","ACK <=","","","","","","","","","","","",""
"3","132.45","0.0103127","0.0191663","05/18/23 09:59:02 +450354000 ns","132.4503","01 D0 04 08 31 0B 08 32 29","<= Initialise reply","","","","D0","","","","","","","",""
"4","143.523","0.00562467","11.0619","05/18/23 09:59:13 +522530000 ns","143.5225","01 61 02 7F E3","<= EBLU Query Reply","","","","61","","","","","","","",""
"5","143.559","0.00677067","0.0306243","05/18/23 09:59:13 +558779000 ns","143.5588","01 22 03 80 C0 9E","<= Event 1 Status reply","80 C0","","","22","","","","","","","",""
"6","144.338","0.00218667","0.772754","05/18/23 09:59:14 +338304000 ns","144.3383","01 06","ACK <=","","","","","","","","","","","",""
"7","144.347","0.00687467","0.00614633","05/18/23 09:59:14 +346637000 ns","144.3466","01 83 03 55 55 7F","<= Breakthrough force reply","","","","83","","","","","","","",""
"8","147.481","0.00218767","3.12757","05/18/23 09:59:17 +481082000 ns","147.4811","01 06","ACK <=","","","","","","","","","","","",""
"9","147.49","0.00562567","0.00718733","05/18/23 09:59:17 +490457000 ns","147.4905","01 64 02 7F E6","<= EBLU Query Reply","","","","64","","","","","","","",""
"10","150.597","0.00218767","3.10122","05/18/23 09:59:20 +597299000 ns","150.5973","01 06","ACK <=","","","","","","","","","","","",""
"11","150.601","0.00562467","0.00156233","05/18/23 09:59:20 +601049000 ns","150.601","01 65 02 7F E7","<= EBLU Query Reply","","","","65","","","","","","","",""
"12","153.704","0.00260367","3.09768","05/18/23 09:59:23 +704356000 ns","153.7044","01 06","ACK <=","","","","","","","","","","","",""
"13","153.712","0.00593767","0.00552133","05/18/23 09:59:23 +712481000 ns","153.7125","01 66 02 7F E4","<= EBLU Query Reply","","","","66","","","","","","","",""
"14","156.817","0.00218767","3.09883","05/18/23 09:59:26 +817246000 ns","156.8172","01 06","ACK <=","","","","","","","","","","","",""
"15","156.826","0.00562467","0.00697233","05/18/23 09:59:26 +826406000 ns","156.8264","01 67 02 7F E5","<= EBLU Query Reply","","","","67","","","","","","","",""
