"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.033187","0.00562567","0.033187","05/02/23 13:53:42 +33187000 ns","0.033187","01 2B 02 00 D6","=> Event 1 Status query","","","","2B","","","","","","","",""
"2","0.141102","0.00218767","0.102289","05/02/23 13:53:42 +141102000 ns","0.141102","01 06","ACK =>","","","","","","","","","","","",""
"3","0.252865","0.00218667","0.109575","05/02/23 13:53:42 +252865000 ns","0.252865","01 06","ACK =>","","","","","","","","","","","",""
"4","0.278177","0.00218767","0.0231253","05/02/23 13:53:42 +278177000 ns","0.278177","01 06","ACK =>","","","","","","","","","","","",""
"5","0.303697","0.00562467","0.0233323","05/02/23 13:53:42 +303697000 ns","0.303697","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"6","0.461924","0.00218667","0.152602","05/02/23 13:53:42 +461924000 ns","0.461924","01 06","ACK =>","","","","","","","","","","","",""
"7","0.487236","0.00562467","0.0231253","05/02/23 13:53:42 +487236000 ns","0.487236","01 1D 02 00 E0","=> Static status query","","","","1D","","","","","","","",""
"8","0.625254","0.00562467","0.132393","05/02/23 13:53:42 +625254000 ns","0.625254","01 2E 02 0A D9","=> Event 1 Status query","","","","2E","","","","","","","",""
"9","0.735773","0.00218767","0.104894","05/02/23 13:53:42 +735773000 ns","0.735773","01 06","ACK =>","","","","","","","","","","","",""
"10","0.747752","0.00562467","0.00979133","05/02/23 13:53:42 +747752000 ns","0.747752","01 1F 02 00 E2","=> Static status query","","","","1F","","","","","","","",""
"11","0.89025","0.00218767","0.136873","05/02/23 13:53:42 +890250000 ns","0.89025","01 06","ACK =>","","","","","","","","","","","",""
"12","1.00473","0.00562467","0.112289","05/02/23 13:53:43 +4727000 ns","1.004727","01 20 02 00 DD","=> Event 1 Status query","","","","20","","","","","","","",""
"13","1.11982","0.00218667","0.109471","05/02/23 13:53:43 +119823000 ns","1.119823","01 06","ACK =>","","","","","","","","","","","",""
"14","1.23284","0.00218667","0.110832","05/02/23 13:53:43 +232842000 ns","1.232842","01 06","ACK =>","","","","","","","","","","","",""
"15","1.25826","0.00218767","0.0232293","05/02/23 13:53:43 +258258000 ns","1.258258","01 06","ACK =>","","","","","","","","","","","",""
"16","1.28378","0.00562467","0.0233323","05/02/23 13:53:43 +283778000 ns","1.283778","01 11 02 00 EC","=> Static status query","","","","11","","","","","","","",""
"17","1.4168","0.00562467","0.127394","05/02/23 13:53:43 +416797000 ns","1.416797","01 22 02 00 DF","=> Event 1 Status query","","","","22","","","","","","","",""
"18","1.52679","0.00218767","0.104373","05/02/23 13:53:43 +526795000 ns","1.526795","01 06","ACK =>","","","","","","","","","","","",""
"19","1.63679","0.00218767","0.10781","05/02/23 13:53:43 +636793000 ns","1.636793","01 06","ACK =>","","","","","","","","","","","",""
"20","1.66231","0.00218767","0.0233323","05/02/23 13:53:43 +662313000 ns","1.662313","01 06","ACK =>","","","","","","","","","","","",""
"21","1.68773","0.00562467","0.0232293","05/02/23 13:53:43 +687730000 ns","1.68773","01 13 02 00 EE","=> Static status query","","","","13","","","","","","","",""
"22","1.84627","0.00218667","0.152914","05/02/23 13:53:43 +846269000 ns","1.846269","01 06","ACK =>","","","","","","","","","","","",""
"23","1.87304","0.00562467","0.0245833","05/02/23 13:53:43 +873039000 ns","1.873039","01 14 02 00 E9","=> Static status query","","","","14","","","","","","","",""
"24","2.00866","0.00562467","0.129991","05/02/23 13:53:44 +8655000 ns","2.008655","01 25 02 0A D2","=> Event 1 Status query","","","","25","","","","","","","",""
"25","2.11772","0.00218767","0.103436","05/02/23 13:53:44 +117716000 ns","2.117716","01 06","ACK =>","","","","","","","","","","","",""
"26","2.13084","0.00562467","0.0109373","05/02/23 13:53:44 +130841000 ns","2.130841","01 16 02 00 EB","=> Static status query","","","","16","","","","","","","",""
"27","2.27407","0.00218767","0.137601","05/02/23 13:53:44 +274067000 ns","2.274067","01 06","ACK =>","","","","","","","","","","","",""
"28","2.29282","0.00562467","0.0165623","05/02/23 13:53:44 +292817000 ns","2.292817","01 27 02 00 DA","=> Event 1 Status query","","","","27","","","","","","","",""
"29","2.43417","0.00218767","0.135727","05/02/23 13:53:44 +434169000 ns","2.434169","01 06","ACK =>","","","","","","","","","","","",""
"30","2.55292","0.00562467","0.11656","05/02/23 13:53:44 +552917000 ns","2.552917","01 18 02 00 E5","=> Static status query","","","","18","","","","","","","",""
"31","2.76072","0.00218767","0.202177","05/02/23 13:53:44 +760719000 ns","2.760719","01 06","ACK =>","","","","","","","","","","","",""
"32","2.77489","0.00218767","0.0119793","05/02/23 13:53:44 +774886000 ns","2.774886","01 06","ACK =>","","","","","","","","","","","",""
"33","2.87676","0.00562467","0.0996853","05/02/23 13:53:44 +876759000 ns","2.876759","01 29 02 00 D4","=> Event 1 Status query","","","","29","","","","","","","",""
"34","3.00478","0.00218767","0.122394","05/02/23 13:53:45 +4778000 ns","3.004778","01 06","ACK =>","","","","","","","","","","","",""
"35","3.0303","0.00218767","0.0233323","05/02/23 13:53:45 +30298000 ns","3.030298","01 06","ACK =>","","","","","","","","","","","",""
"36","3.05592","0.00562467","0.0234373","05/02/23 13:53:45 +55923000 ns","3.055923","01 1A 02 00 E7","=> Static status query","","","","1A","","","","","","","",""
"37","3.18905","0.00562567","0.127497","05/02/23 13:53:45 +189045000 ns","3.189045","01 2B 02 00 D6","=> Event 1 Status query","","","","2B","","","","","","","",""
"38","3.29967","0.00218667","0.104998","05/02/23 13:53:45 +299669000 ns","3.299669","01 06","ACK =>","","","","","","","","","","","",""
"39","3.40873","0.00218767","0.106873","05/02/23 13:53:45 +408729000 ns","3.408729","01 06","ACK =>","","","","","","","","","","","",""
"40","3.43415","0.00218767","0.0232283","05/02/23 13:53:45 +434145000 ns","3.434145","01 06","ACK =>","","","","","","","","","","","",""
"41","3.45956","0.00562467","0.0232293","05/02/23 13:53:45 +459562000 ns","3.459562","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"42","3.62622","0.00218767","0.161032","05/02/23 13:53:45 +626219000 ns","3.626219","01 06","ACK =>","","","","","","","","","","","",""
