"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.106172","0.00218767","0.106172","05/02/23 13:54:55 +106172000 ns","0.106172","01 06","ACK =>","","","","","","","","","","","",""
"2","0.116172","0.00562467","0.00781233","05/02/23 13:54:55 +116172000 ns","0.116172","01 1C 02 00 E1","=> Static status query","","","","1C","","","","","","","",""
"3","0.254497","0.00218767","0.1327","05/02/23 13:54:55 +254497000 ns","0.254497","01 06","ACK =>","","","","","","","","","","","",""
"4","0.373141","0.00562467","0.116456","05/02/23 13:54:55 +373141000 ns","0.373141","01 2D 02 00 D0","=> Event 1 Status query","","","","2D","","","","","","","",""
"5","0.48793","0.00218767","0.109164","05/02/23 13:54:55 +487930000 ns","0.48793","01 06","ACK =>","","","","","","","","","","","",""
"6","0.597199","0.00218767","0.107081","05/02/23 13:54:55 +597199000 ns","0.597199","01 06","ACK =>","","","","","","","","","","","",""
"7","0.622511","0.00218767","0.0231243","05/02/23 13:54:55 +622511000 ns","0.622511","01 06","ACK =>","","","","","","","","","","","",""
"8","0.647928","0.00562467","0.0232293","05/02/23 13:54:55 +647928000 ns","0.647928","01 1E 02 00 E3","=> Static status query","","","","1E","","","","","","","",""
"9","0.781259","0.00562467","0.127706","05/02/23 13:54:55 +781259000 ns","0.781259","01 2F 02 00 D2","=> Event 1 Status query","","","","2F","","","","","","","",""
"10","0.890111","0.00218767","0.103227","05/02/23 13:54:55 +890111000 ns","0.890111","01 06","ACK =>","","","","","","","","","","","",""
"11","1.00136","0.00218767","0.10906","05/02/23 13:54:56 +1359000 ns","1.001359","01 06","ACK =>","","","","","","","","","","","",""
"12","1.0275","0.00218767","0.0239573","05/02/23 13:54:56 +27504000 ns","1.027504","01 06","ACK =>","","","","","","","","","","","",""
"13","1.05303","0.00562467","0.0233333","05/02/23 13:54:56 +53025000 ns","1.053025","01 10 02 00 ED","=> Static status query","","","","10","","","","","","","",""
"14","1.1852","0.00562467","0.126554","05/02/23 13:54:56 +185204000 ns","1.185204","01 21 02 00 DC","=> Event 1 Status query","","","","21","","","","","","","",""
"15","1.30114","0.00218767","0.11031","05/02/23 13:54:56 +301139000 ns","1.301139","01 06","ACK =>","","","","","","","","","","","",""
"16","1.41718","0.00218767","0.113852","05/02/23 13:54:56 +417179000 ns","1.417179","01 06","ACK =>","","","","","","","","","","","",""
"17","1.4427","0.00218767","0.0233323","05/02/23 13:54:56 +442699000 ns","1.442699","01 06","ACK =>","","","","","","","","","","","",""
"18","1.46864","0.00562567","0.0237493","05/02/23 13:54:56 +468636000 ns","1.468636","01 12 02 00 EF","=> Static status query","","","","12","","","","","","","",""
"19","1.62634","0.00218767","0.15208","05/02/23 13:54:56 +626342000 ns","1.626342","01 06","ACK =>","","","","","","","","","","","",""
"20","1.65176","0.00562467","0.0232283","05/02/23 13:54:56 +651758000 ns","1.651758","01 13 02 00 EE","=> Static status query","","","","13","","","","","","","",""
"21","1.78926","0.00562467","0.131873","05/02/23 13:54:56 +789256000 ns","1.789256","01 24 02 0A D3","=> Event 1 Status query","","","","24","","","","","","","",""
"22","1.89894","0.00218667","0.104061","05/02/23 13:54:56 +898942000 ns","1.898942","01 06","ACK =>","","","","","","","","","","","",""
"23","1.91103","0.00562467","0.00989633","05/02/23 13:54:56 +911025000 ns","1.911025","01 15 02 00 E8","=> Static status query","","","","15","","","","","","","",""
"24","2.05445","0.00218767","0.137803","05/02/23 13:54:57 +54453000 ns","2.054453","01 06","ACK =>","","","","","","","","","","","",""
"25","2.1732","0.00562467","0.11656","05/02/23 13:54:57 +173201000 ns","2.173201","01 26 02 00 DB","=> Event 1 Status query","","","","26","","","","","","","",""
"26","2.28382","0.00218767","0.104998","05/02/23 13:54:57 +283824000 ns","2.283824","01 06","ACK =>","","","","","","","","","","","",""
"27","2.29778","0.00218767","0.0117703","05/02/23 13:54:57 +297782000 ns","2.297782","01 06","ACK =>","","","","","","","","","","","",""
"28","2.39705","0.00562467","0.0970823","05/02/23 13:54:57 +397052000 ns","2.397052","01 17 02 00 EA","=> Static status query","","","","17","","","","","","","",""
"29","2.42976","0.00218767","0.0270823","05/02/23 13:54:57 +429759000 ns","2.429759","01 06","ACK =>","","","","","","","","","","","",""
"30","2.45518","0.00218667","0.0232293","05/02/23 13:54:57 +455176000 ns","2.455176","01 06","ACK =>","","","","","","","","","","","",""
"31","2.55632","0.00562467","0.0989573","05/02/23 13:54:57 +556320000 ns","2.55632","01 18 02 00 E5","=> Static status query","","","","18","","","","","","","",""
"32","2.61507","0.00218767","0.0531243","05/02/23 13:54:57 +615069000 ns","2.615069","01 06","ACK =>","","","","","","","","","","","",""
"33","2.64038","0.00562467","0.0231243","05/02/23 13:54:57 +640381000 ns","2.640381","01 29 02 0A DE","=> Event 1 Status query","","","","29","","","","","","","",""
"34","2.76913","0.00562467","0.123123","05/02/23 13:54:57 +769129000 ns","2.769129","01 1A 02 00 E7","=> Static status query","","","","1A","","","","","","","",""
"35","2.97724","0.00218667","0.20249","05/02/23 13:54:57 +977244000 ns","2.977244","01 06","ACK =>","","","","","","","","","","","",""
"36","2.98901","0.00218767","0.00958333","05/02/23 13:54:57 +989014000 ns","2.989014","01 06","ACK =>","","","","","","","","","","","",""
"37","3.09318","0.00562467","0.101977","05/02/23 13:54:58 +93179000 ns","3.093179","01 2B 02 00 D6","=> Event 1 Status query","","","","2B","","","","","","","",""
"38","3.2212","0.00218767","0.122394","05/02/23 13:54:58 +221198000 ns","3.221198","01 06","ACK =>","","","","","","","","","","","",""
