"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.092589","0.00218767","0.092589","05/02/23 14:13:29 +92589000 ns","0.092589","01 06","ACK =>","","","","","","","","","","","",""
"2","0.102902","0.00562467","0.00812533","05/02/23 14:13:29 +102902000 ns","0.102902","01 1B 02 00 E6","=> Static status query","","","","1B","","","","","","","",""
"3","0.244566","0.00218767","0.136039","05/02/23 14:13:29 +244566000 ns","0.244566","01 06","ACK =>","","","","","","","","","","","",""
"4","0.363314","0.00562467","0.11656","05/02/23 14:13:29 +363314000 ns","0.363314","01 2C 02 00 D1","=> Event 1 Status query","","","","2C","","","","","","","",""
"5","0.474771","0.00218667","0.105832","05/02/23 14:13:29 +474771000 ns","0.474771","01 06","ACK =>","","","","","","","","","","","",""
"6","0.583519","0.00218667","0.106561","05/02/23 14:13:29 +583519000 ns","0.583519","01 06","ACK =>","","","","","","","","","","","",""
"7","0.609039","0.00218767","0.0233333","05/02/23 14:13:29 +609039000 ns","0.609039","01 06","ACK =>","","","","","","","","","","","",""
"8","0.634351","0.00562467","0.0231243","05/02/23 14:13:29 +634351000 ns","0.634351","01 1D 02 00 E0","=> Static status query","","","","1D","","","","","","","",""
"9","0.767259","0.00562467","0.127283","05/02/23 14:13:29 +767259000 ns","0.767259","01 2E 02 00 D3","=> Event 1 Status query","","","","2E","","","","","","","",""
"10","0.876841","0.00218667","0.103957","05/02/23 14:13:29 +876841000 ns","0.876841","01 06","ACK =>","","","","","","","","","","","",""
"11","0.987151","0.00218767","0.108123","05/02/23 14:13:29 +987151000 ns","0.987151","01 06","ACK =>","","","","","","","","","","","",""
"12","1.01257","0.00218767","0.0232283","05/02/23 14:13:30 +12567000 ns","1.012567","01 06","ACK =>","","","","","","","","","","","",""
"13","1.03788","0.00562567","0.0231243","05/02/23 14:13:30 +37879000 ns","1.037879","01 1F 02 00 E2","=> Static status query","","","","1F","","","","","","","",""
"14","1.19673","0.00218767","0.153226","05/02/23 14:13:30 +196731000 ns","1.196731","01 06","ACK =>","","","","","","","","","","","",""
"15","1.22225","0.00562567","0.0233323","05/02/23 14:13:30 +222251000 ns","1.222251","01 10 02 00 ED","=> Static status query","","","","10","","","","","","","",""
"16","1.35912","0.00562467","0.131247","05/02/23 14:13:30 +359124000 ns","1.359124","01 21 02 0A D6","=> Event 1 Status query","","","","21","","","","","","","",""
"17","1.46766","0.00218767","0.102915","05/02/23 14:13:30 +467664000 ns","1.467664","01 06","ACK =>","","","","","","","","","","","",""
"18","1.47964","0.00562467","0.00979133","05/02/23 14:13:30 +479643000 ns","1.479643","01 12 02 00 EF","=> Static status query","","","","12","","","","","","","",""
"19","1.62454","0.00218767","0.139268","05/02/23 14:13:30 +624536000 ns","1.624536","01 06","ACK =>","","","","","","","","","","","",""
"20","1.64152","0.00562467","0.0147913","05/02/23 14:13:30 +641515000 ns","1.641515","01 23 02 00 DE","=> Event 1 Status query","","","","23","","","","","","","",""
"21","1.78442","0.00218767","0.137283","05/02/23 14:13:30 +784423000 ns","1.784423","01 06","ACK =>","","","","","","","","","","","",""
"22","1.90328","0.00562467","0.116664","05/02/23 14:13:30 +903275000 ns","1.903275","01 14 02 00 E9","=> Static status query","","","","14","","","","","","","",""
"23","2.11119","0.00218767","0.202288","05/02/23 14:13:31 +111188000 ns","2.111188","01 06","ACK =>","","","","","","","","","","","",""
"24","2.12369","0.00218767","0.0103123","05/02/23 14:13:31 +123688000 ns","2.123688","01 06","ACK =>","","","","","","","","","","","",""
"25","2.22702","0.00562567","0.101143","05/02/23 14:13:31 +227019000 ns","2.227019","01 25 02 00 D8","=> Event 1 Status query","","","","25","","","","","","","",""
"26","2.35514","0.00218767","0.122497","05/02/23 14:13:31 +355142000 ns","2.355142","01 06","ACK =>","","","","","","","","","","","",""
"27","2.38056","0.00218667","0.0232293","05/02/23 14:13:31 +380559000 ns","2.380559","01 06","ACK =>","","","","","","","","","","","",""
"28","2.40598","0.00562467","0.0232293","05/02/23 14:13:31 +405975000 ns","2.405975","01 16 02 00 EB","=> Static status query","","","","16","","","","","","","",""
"29","2.5391","0.00562467","0.127498","05/02/23 14:13:31 +539098000 ns","2.539098","01 27 02 00 DA","=> Event 1 Status query","","","","27","","","","","","","",""
"30","2.64846","0.00218767","0.103741","05/02/23 14:13:31 +648464000 ns","2.648464","01 06","ACK =>","","","","","","","","","","","",""
"31","2.75919","0.00218767","0.108539","05/02/23 14:13:31 +759191000 ns","2.759191","01 06","ACK =>","","","","","","","","","","","",""
"32","2.78482","0.00218767","0.0234373","05/02/23 14:13:31 +784816000 ns","2.784816","01 06","ACK =>","","","","","","","","","","","",""
"33","2.81034","0.00562567","0.0233323","05/02/23 14:13:31 +810336000 ns","2.810336","01 18 02 00 E5","=> Static status query","","","","18","","","","","","","",""
"34","2.97638","0.00218767","0.160413","05/02/23 14:13:31 +976375000 ns","2.976375","01 06","ACK =>","","","","","","","","","","","",""
"35","3.00179","0.00562467","0.0232293","05/02/23 14:13:32 +1792000 ns","3.001792","01 19 02 00 E4","=> Static status query","","","","19","","","","","","","",""
"36","3.14294","0.00562467","0.135518","05/02/23 14:13:32 +142935000 ns","3.142935","01 2A 02 0A DD","=> Event 1 Status query","","","","2A","","","","","","","",""
"37","3.25148","0.00218767","0.102915","05/02/23 14:13:32 +251475000 ns","3.251475","01 06","ACK =>","","","","","","","","","","","",""
"38","3.2645","0.00562567","0.0108323","05/02/23 14:13:32 +264495000 ns","3.264495","01 1B 02 00 E6","=> Static status query","","","","1B","","","","","","","",""
"39","3.40835","0.00218767","0.138226","05/02/23 14:13:32 +408347000 ns","3.408347","01 06","ACK =>","","","","","","","","","","","",""
"40","3.5271","0.00561867","0.11656","05/02/23 14:13:32 +527095000 ns","3.527095","01 2C 02 00 D1","=> Event 1 Status query","","","","2C","","","","","","","",""
"41","3.64157","0.00218767","0.108852","05/02/23 14:13:32 +641566000 ns","3.641566","01 06","ACK =>","","","","","","","","","","","",""
"42","3.75104","0.00218767","0.107289","05/02/23 14:13:32 +751043000 ns","3.751043","01 06","ACK =>","","","","","","","","","","","",""
"43","3.77646","0.00218767","0.0232283","05/02/23 14:13:32 +776459000 ns","3.776459","01 06","ACK =>","","","","","","","","","","","",""
"44","3.80219","0.00562467","0.0235413","05/02/23 14:13:32 +802188000 ns","3.802188","01 1D 02 00 E0","=> Static status query","","","","1D","","","","","","","",""
"45","3.9351","0.00562467","0.12729","05/02/23 14:13:32 +935103000 ns","3.935103","01 2E 02 00 D3","=> Event 1 Status query","","","","2E","","","","","","","",""
"46","4.04333","0.00218767","0.102602","05/02/23 14:13:33 +43330000 ns","4.04333","01 06","ACK =>","","","","","","","","","","","",""
"47","4.15489","0.00218667","0.109373","05/02/23 14:13:33 +154891000 ns","4.154891","01 06","ACK =>","","","","","","","","","","","",""
"48","4.18041","0.00218767","0.0233333","05/02/23 14:13:33 +180411000 ns","4.180411","01 06","ACK =>","","","","","","","","","","","",""
"49","4.20583","0.00562467","0.0232283","05/02/23 14:13:33 +205827000 ns","4.205827","01 1F 02 00 E2","=> Static status query","","","","1F","","","","","","","",""
"50","4.33895","0.00562467","0.127498","05/02/23 14:13:33 +338950000 ns","4.33895","01 70 02 81 0C","=> One shot release mode","","","","70","","","","","","","",""
"51","4.44937","0.00218667","0.10479","05/02/23 14:13:33 +449365000 ns","4.449365","01 06","ACK =>","","","","","","","","","","","",""
"52","4.55873","0.00218767","0.107179","05/02/23 14:13:33 +558731000 ns","4.558731","01 06","ACK =>","","","","","","","","","","","",""
"53","4.58415","0.00218667","0.0232293","05/02/23 14:13:33 +584148000 ns","4.584148","01 06","ACK =>","","","","","","","","","","","",""
