"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.133947","0.00218767","0.133947","05/02/23 13:56:16 +133947000 ns","0.133947","01 06","ACK <=","","","","","","","","","","","",""
"2","0.143009","0.0102087","0.00687433","05/02/23 13:56:16 +143009000 ns","0.143009","01 16 05 03 08 31 0C 03 E1","<= Static status reply","","","","16","","","","","","","",""
"3","0.321229","0.00218767","0.168011","05/02/23 13:56:16 +321229000 ns","0.321229","01 06","ACK <=","","","","","","","","","","","",""
"4","0.331125","0.0103057","0.00770833","05/02/23 13:56:16 +331125000 ns","0.331125","01 17 05 03 08 31 0C 03 E0","<= Static status reply","","","","17","","","","","","","",""
"5","0.454651","0.00218767","0.11322","05/02/23 13:56:16 +454651000 ns","0.454651","01 06","ACK <=","","","","","","","","","","","",""
"6","0.539233","0.0107227","0.0823943","05/02/23 13:56:16 +539233000 ns","0.539233","01 17 05 03 08 31 0C 03 E0","<= Static status reply","","","","17","","","","","","","",""
"7","0.556518","0.00718767","0.00656233","05/02/23 13:56:16 +556518000 ns","0.556518","01 28 03 18 00 CC","<= Event 1 Status reply","18 00","","","28","","","","","","","",""
"8","0.578393","0.00229167","0.0146873","05/02/23 13:56:16 +578393000 ns","0.578393","01 06","ACK <=","","","","","","","","","","","",""
"9","0.707863","0.0102087","0.127178","05/02/23 13:56:16 +707863000 ns","0.707863","01 19 05 03 08 31 0C 03 EE","<= Static status reply","","","","19","","","","","","","",""
"10","0.835042","0.00249967","0.11697","05/02/23 13:56:16 +835042000 ns","0.835042","01 06","ACK <=","","","","","","","","","","","",""
"11","0.917013","0.0106247","0.0794713","05/02/23 13:56:16 +917013000 ns","0.917013","01 19 05 03 08 31 0C 03 EE","<= Static status reply","","","","19","","","","","","","",""
"12","0.931492","0.00708367","0.00385433","05/02/23 13:56:16 +931492000 ns","0.931492","01 2A 03 18 00 CE","<= Event 1 Status reply","18 00","","","2A","","","","","","","",""
