"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.091671","0.0106247","0.091671","05/02/23 13:06:19 +91671000 ns","0.091671","01 10 05 03 08 31 0C 03 E7","<= Static status reply","","","","10","","","","","","","",""
"2","0.10865","0.00812467","0.00635433","05/02/23 13:06:19 +108650000 ns","0.10865","01 21 03 08 31 03 DF","<= Event 1 Status reply","01 03","Emergency Open, Paddles Forced","","21","","","","","","","",""
"3","0.130941","0.00218767","0.0141663","05/02/23 13:06:19 +130941000 ns","0.130941","01 06","ACK <=","","","","","","","","","","","",""
"4","0.164372","0.0102077","0.0312433","05/02/23 13:06:19 +164372000 ns","0.164372","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"5","0.29103","0.00239567","0.11645","05/02/23 13:06:19 +291030000 ns","0.29103","01 06","ACK <=","","","","","","","","","","","",""
"6","0.379355","0.0105207","0.0859293","05/02/23 13:06:19 +379355000 ns","0.379355","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"7","0.397896","0.00812567","0.00802033","05/02/23 13:06:19 +397896000 ns","0.397896","01 23 03 08 31 03 DD","<= Event 1 Status reply","01 03","Emergency Open, Paddles Forced","","23","","","","","","","",""
"8","0.566839","0.00218767","0.160817","05/02/23 13:06:19 +566839000 ns","0.566839","01 06","ACK <=","","","","","","","","","","","",""
"9","0.575589","0.0103117","0.00656233","05/02/23 13:06:19 +575589000 ns","0.575589","01 14 05 03 08 31 0C 03 E3","<= Static status reply","","","","14","","","","","","","",""
"10","0.757246","0.00239567","0.171345","05/02/23 13:06:19 +757246000 ns","0.757246","01 06","ACK <=","","","","","","","","","","","",""
"11","0.767454","0.0106187","0.00781233","05/02/23 13:06:19 +767454000 ns","0.767454","01 15 05 03 08 31 0C 03 E2","<= Static status reply","","","","15","","","","","","","",""
"12","0.891605","0.00218767","0.113532","05/02/23 13:06:19 +891605000 ns","0.891605","01 06","ACK <=","","","","","","","","","","","",""
"13","0.975875","0.0107227","0.0820823","05/02/23 13:06:19 +975875000 ns","0.975875","01 15 05 03 08 31 0C 03 E2","<= Static status reply","","","","15","","","","","","","",""
"14","0.992951","0.00791667","0.00635333","05/02/23 13:06:19 +992951000 ns","0.992951","01 26 03 08 31 03 D8","<= Event 1 Status reply","01 03","Emergency Open, Paddles Forced","","26","","","","","","","",""
"15","1.01524","0.00218767","0.0143753","05/02/23 13:06:20 +15243000 ns","1.015243","01 06","ACK <=","","","","","","","","","","","",""
"16","1.04899","0.0104167","0.0315613","05/02/23 13:06:20 +48992000 ns","1.048992","01 17 05 03 08 31 0C 03 E0","<= Static status reply","","","","17","","","","","","","",""
"17","1.22398","0.00218767","0.164567","05/02/23 13:06:20 +223976000 ns","1.223976","01 06","ACK <=","","","","","","","","","","","",""
"18","1.23366","0.0103117","0.00750033","05/02/23 13:06:20 +233664000 ns","1.233664","01 18 05 03 08 31 0C 03 EF","<= Static status reply","","","","18","","","","","","","",""
"19","1.35574","0.00218767","0.111762","05/02/23 13:06:20 +355738000 ns","1.355738","01 06","ACK <=","","","","","","","","","","","",""
"20","1.44229","0.0106247","0.0843673","05/02/23 13:06:20 +442293000 ns","1.442293","01 18 05 03 08 31 0C 03 EF","<= Static status reply","","","","18","","","","","","","",""
"21","1.45917","0.00822967","0.00624933","05/02/23 13:06:20 +459167000 ns","1.459167","01 29 03 08 31 03 D7","<= Event 1 Status reply","01 03","Emergency Open, Paddles Forced","","29","","","","","","","",""
"22","1.48156","0.00218767","0.0141663","05/02/23 13:06:20 +481563000 ns","1.481563","01 06","ACK <=","","","","","","","","","","","",""
"23","1.51499","0.0102087","0.0312423","05/02/23 13:06:20 +514993000 ns","1.514993","01 1A 05 03 08 31 0C 03 ED","<= Static status reply","","","","1A","","","","","","","",""
"24","1.6904","0.00218667","0.165199","05/02/23 13:06:20 +690401000 ns","1.690401","01 06","ACK <=","","","","","","","","","","","",""
"25","1.70009","0.0102077","0.00750033","05/02/23 13:06:20 +700088000 ns","1.700088","01 1B 05 03 08 31 0C 03 EC","<= Static status reply","","","","1B","","","","","","","",""
"26","1.82331","0.00218767","0.113012","05/02/23 13:06:20 +823308000 ns","1.823308","01 06","ACK <=","","","","","","","","","","","",""
"27","1.90861","0.0106247","0.0831173","05/02/23 13:06:20 +908613000 ns","1.908613","01 1B 05 03 08 31 0C 03 EC","<= Static status reply","","","","1B","","","","","","","",""
"28","1.92559","0.00811867","0.00635433","05/02/23 13:06:20 +925592000 ns","1.925592","01 2C 03 08 31 03 D2","<= Event 1 Status reply","01 03","Emergency Open, Paddles Forced","","2C","","","","","","","",""
"29","1.94788","0.00218667","0.0141663","05/02/23 13:06:20 +947877000 ns","1.947877","01 06","ACK <=","","","","","","","","","","","",""
"30","1.98079","0.0102077","0.0307293","05/02/23 13:06:20 +980793000 ns","1.980793","01 1D 05 03 08 31 0C 03 EA","<= Static status reply","","","","1D","","","","","","","",""
"31","2.15682","0.00229167","0.165817","05/02/23 13:06:21 +156818000 ns","2.156818","01 06","ACK <=","","","","","","","","","","","",""
