"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.107451","0.00218767","0.107451","05/02/23 14:03:11 +107451000 ns","0.107451","01 06","ACK =>","","","","","","","","","","","",""
"2","0.132971","0.00218767","0.0233323","05/02/23 14:03:11 +132971000 ns","0.132971","01 06","ACK =>","","","","","","","","","","","",""
"3","0.158492","0.00562467","0.0233333","05/02/23 14:03:11 +158492000 ns","0.158492","01 1E 02 00 E3","=> Static status query","","","","1E","","","","","","","",""
"4","0.218074","0.00218767","0.0539573","05/02/23 14:03:11 +218074000 ns","0.218074","01 06","ACK =>","","","","","","","","","","","",""
"5","0.319322","0.00562567","0.0990603","05/02/23 14:03:11 +319322000 ns","0.319322","01 1F 02 32 D0","=> Static status query","","","","1F","","","","","","","",""
"6","0.385884","0.00218667","0.0609363","05/02/23 14:03:11 +385884000 ns","0.385884","01 06","ACK =>","","","","","","","","","","","",""
"7","0.436508","0.00562467","0.0484373","05/02/23 14:03:11 +436508000 ns","0.436508","01 20 02 0A D7","=> Event 1 Status query","","","","20","","","","","","","",""
"8","0.567541","0.00562467","0.125408","05/02/23 14:03:11 +567541000 ns","0.567541","01 11 02 00 EC","=> Static status query","","","","11","","","","","","","",""
"9","0.775558","0.00218767","0.202392","05/02/23 14:03:11 +775558000 ns","0.775558","01 06","ACK =>","","","","","","","","","","","",""
"10","0.791808","0.00218767","0.0140623","05/02/23 14:03:11 +791808000 ns","0.791808","01 06","ACK =>","","","","","","","","","","","",""
"11","0.895556","0.00562467","0.10156","05/02/23 14:03:11 +895556000 ns","0.895556","01 22 02 00 DF","=> Event 1 Status query","","","","22","","","","","","","",""
"12","1.02347","0.00218667","0.12229","05/02/23 14:03:12 +23471000 ns","1.023471","01 06","ACK =>","","","","","","","","","","","",""
"13","1.0491","0.00218767","0.0234373","05/02/23 14:03:12 +49095000 ns","1.049095","01 06","ACK =>","","","","","","","","","","","",""
"14","1.07462","0.00562567","0.0233323","05/02/23 14:03:12 +74615000 ns","1.074615","01 13 02 00 EE","=> Static status query","","","","13","","","","","","","",""
"15","1.13409","0.00218667","0.0538533","05/02/23 14:03:12 +134094000 ns","1.134094","01 06","ACK =>","","","","","","","","","","","",""
"16","1.23534","0.00562467","0.0990613","05/02/23 14:03:12 +235342000 ns","1.235342","01 14 02 00 E9","=> Static status query","","","","14","","","","","","","",""
"17","1.29492","0.00218767","0.0539573","05/02/23 14:03:12 +294924000 ns","1.294924","01 06","ACK =>","","","","","","","","","","","",""
"18","1.32045","0.00562467","0.0233333","05/02/23 14:03:12 +320445000 ns","1.320445","01 25 02 0A D2","=> Event 1 Status query","","","","25","","","","","","","",""
