"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","0.008155","0.00104167","0.008155","05/02/23 14:14:47 +8155000 ns","0.008155","06","","","","","","","","","","","","",""
"2","0.016072","0.0107287","0.00687533","05/02/23 14:14:47 +16072000 ns","0.016072","01 1D 05 03 08 31 0C 03 EA","<= Static status reply","","","","1D","","","","","","","",""
"3","0.145542","0.00218767","0.118741","05/02/23 14:14:47 +145542000 ns","0.145542","01 06","ACK <=","","","","","","","","","","","",""
"4","0.228451","0.0105207","0.0807213","05/02/23 14:14:47 +228451000 ns","0.228451","01 1D 05 03 08 31 0C 03 EA","<= Static status reply","","","","1D","","","","","","","",""
"5","0.244492","0.00677067","0.00552033","05/02/23 14:14:47 +244492000 ns","0.244492","01 2E 03 18 00 CA","<= Event 1 Status reply","18 00","","","2E","","","","","","","",""
"6","0.419789","0.00218767","0.168526","05/02/23 14:14:47 +419789000 ns","0.419789","01 06","ACK <=","","","","","","","","","","","",""
"7","0.430205","0.0102087","0.00822833","05/02/23 14:14:47 +430205000 ns","0.430205","01 1F 05 03 08 31 0C 03 E8","<= Static status reply","","","","1F","","","","","","","",""
"8","0.551134","0.00218767","0.11072","05/02/23 14:14:47 +551134000 ns","0.551134","01 06","ACK <=","","","","","","","","","","","",""
"9","0.642376","0.0103127","0.0890543","05/02/23 14:14:47 +642376000 ns","0.642376","01 1F 05 03 08 31 0C 03 E8","<= Static status reply","","","","1F","","","","","","","",""
"10","0.657376","0.00677067","0.00468733","05/02/23 14:14:47 +657376000 ns","0.657376","01 20 03 18 00 C4","<= Event 1 Status reply","18 00","","","20","","","","","","","",""
"11","0.826943","0.00218767","0.162796","05/02/23 14:14:47 +826943000 ns","0.826943","01 06","ACK <=","","","","","","","","","","","",""
"12","0.835902","0.0102077","0.00677133","05/02/23 14:14:47 +835902000 ns","0.835902","01 11 05 03 08 31 0C 03 E6","<= Static status reply","","","","11","","","","","","","",""
"13","1.01505","0.00218767","0.168942","05/02/23 14:14:48 +15052000 ns","1.015052","01 06","ACK <=","","","","","","","","","","","",""
"14","1.02422","0.0103117","0.00697933","05/02/23 14:14:48 +24219000 ns","1.024219","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"15","1.14702","0.00218667","0.112492","05/02/23 14:14:48 +147023000 ns","1.147023","01 06","ACK <=","","","","","","","","","","","",""
"16","1.23316","0.0104157","0.0839513","05/02/23 14:14:48 +233161000 ns","1.233161","01 12 05 03 08 31 0C 03 E5","<= Static status reply","","","","12","","","","","","","",""
"17","1.25004","0.00677067","0.00645833","05/02/23 14:14:48 +250035000 ns","1.250035","01 23 03 18 00 C7","<= Event 1 Status reply","18 00","","","23","","","","","","","",""
"18","1.27254","0.00218767","0.0157293","05/02/23 14:14:48 +272535000 ns","1.272535","01 06","ACK <=","","","","","","","","","","","",""
"19","1.41138","0.0102017","0.136657","05/02/23 14:14:48 +411380000 ns","1.41138","01 14 05 03 08 31 0C 03 E3","<= Static status reply","","","","14","","","","","","","",""
