"Number","Time(s)","Length(s)","Distance(s)","Date/Time","Time","Hexdata","Type","Data Block","Event","SOM","Type/SEQ","length","data","LRC","NL","STX","Address","ETX","PAD"
"1","178.654","0.00104167","178.654","05/17/23 08:56:00 +654251000 ns","178.6543","E0","","","","","","","","","","","","",""
"2","184.305","0.00218767","5.64978","05/17/23 08:56:06 +305074000 ns","184.3051","01 06","ACK <=","","","","","","","","","","","",""
"3","184.326","0.0106257","0.0190613","05/17/23 08:56:06 +326323000 ns","184.3263","01 D0 04 08 31 0B 08 32 29","<= Initialise reply","","","","D0","","","","","","","",""
"4","199.801","0.00562467","15.4642","05/17/23 08:56:21 +801172000 ns","199.8012","01 61 02 7F E3","<= EBLU Query Reply","","","","61","","","","","","","",""
"5","199.838","0.00739567","0.0310413","05/17/23 08:56:21 +837838000 ns","199.8378","01 22 03 80 C0 9E","<= Event 1 Status reply","80 C0","","","22","","","","","","","",""
"6","200.666","0.00218767","0.82108","05/17/23 08:56:22 +666314000 ns","200.6663","01 06","ACK <=","","","","","","","","","","","",""
"7","200.675","0.00708367","0.00614533","05/17/23 08:56:22 +674647000 ns","200.6747","01 83 03 55 55 7F","<= Breakthrough force reply","","","","83","","","","","","","",""
"8","203.778","0.00218767","3.09663","05/17/23 08:56:25 +778364000 ns","203.7784","01 06","ACK <=","","","","","","","","","","","",""
"9","203.786","0.00593767","0.00593733","05/17/23 08:56:25 +786489000 ns","203.7865","01 64 02 7F E6","<= EBLU Query Reply","","","","64","","","","","","","",""
"10","206.892","0.00218667","3.09955","05/17/23 08:56:28 +891977000 ns","206.892","01 06","ACK <=","","","","","","","","","","","",""
"11","206.902","0.00562567","0.00781233","05/17/23 08:56:28 +901976000 ns","206.902","01 65 02 7F E7","<= EBLU Query Reply","","","","65","","","","","","","",""
"12","210.011","0.00249967","3.10331","05/17/23 08:56:32 +10908000 ns","210.0109","01 06","ACK <=","","","","","","","","","","","",""
"13","210.02","0.00561867","0.00687533","05/17/23 08:56:32 +20283000 ns","210.0203","01 66 02 7F E4","<= EBLU Query Reply","","","","66","","","","","","","",""
"14","213.127","0.00218667","3.10102","05/17/23 08:56:35 +126917000 ns","213.1269","01 06","ACK <=","","","","","","","","","","","",""
"15","213.137","0.00562467","0.00802133","05/17/23 08:56:35 +137125000 ns","213.1371","01 67 02 7F E5","<= EBLU Query Reply","","","","67","","","","","","","",""
"16","215.557","0.00218767","2.41418","05/17/23 08:56:37 +556934000 ns","215.5569","01 06","ACK <=","","","","","","","","","","","",""
"17","215.566","0.00916667","0.00677033","05/17/23 08:56:37 +565892000 ns","215.5659","01 18 05 03 12 0C 03 FC","<= Static status reply","","","","18","","","","","","","",""
"18","215.666","0.00229167","0.0913463","05/17/23 08:56:37 +666405000 ns","215.6664","01 06","ACK <=","","","","","","","","","","","",""
"19","215.676","0.00697867","0.00729133","05/17/23 08:56:37 +675988000 ns","215.676","01 29 03 00 C0 15","<= Event 1 Status reply","00 C0","","","29","","","","","","","",""
"20","215.795","0.00218767","0.111554","05/17/23 08:56:37 +794521000 ns","215.7945","01 06","ACK <=","","","","","","","","","","","",""
"21","215.883","0.00677067","0.0867633","05/17/23 08:56:37 +883472000 ns","215.8835","01 29 03 00 C0 15","<= Event 1 Status reply","00 C0","","","29","","","","","","","",""
"22","216.054","0.00218767","0.163427","05/17/23 08:56:38 +53670000 ns","216.0537","01 06","ACK <=","","","","","","","","","","","",""
"23","216.197","0.00218767","0.14113","05/17/23 08:56:38 +196988000 ns","216.197","01 06","ACK <=","","","","","","","","","","","",""
"24","216.207","0.00937467","0.00781233","05/17/23 08:56:38 +206988000 ns","216.207","01 1A 05 03 12 0C 03 FE","<= Static status reply","","","","1A","","","","","","","",""
"25","217.242","0.00218767","1.02565","05/17/23 08:56:39 +242016000 ns","217.242","01 06","ACK <=","","","","","","","","","","","",""
"26","217.252","0.00937467","0.00750033","05/17/23 08:56:39 +251704000 ns","217.2517","01 1B 05 03 12 0C 03 FF","<= Static status reply","","","","1B","","","","","","","",""
